id	throwvx_bits	throwvy_bits	throwvz_bits	injury	wpoint_x	caughtact	catchingact	pickedact	pickingact
n00724	22E52FC9	22E52FC9	22E52FC9	0	0	6	6	6	6
n00725	41C59682	41C59682	41C59682	0	0	24	24	24	24
n00726	DB7E9FA1	DB7E9FA1	DB7E9FA1	0	0	-7	-7	-7	-7
n00727	E7AA5672	E7AA5672	E7AA5672	0	0	-1	-1	-1	-1
n00728	C2DFA2EB	C2DFA2EB	C2DFA2EB	0	0	-111	-111	-111	-111
n00729	84546FD5	84546FD5	84546FD5	0	0	-2	-2	-2	-2
n00730	3FCD3278	3FCD3278	3FCD3278	0	0	1	1	1	1
n00731	35E35CE4	35E35CE4	35E35CE4	0	0	1	1	1	1
n00732	56EE27CF	56EE27CF	56EE27CF	0	0	1	1	1	1
n00733	204A0EBF	204A0EBF	204A0EBF	0	0	1	1	1	1
n00734	89A5C590	89A5C590	89A5C590	0	0	-3	-3	-3	-3
n00735	D8138A26	D8138A26	D8138A26	0	0	-6	-6	-6	-6
n00736	A9B6C7B3	A9B6C7B3	A9B6C7B3	0	0	-8	-8	-8	-8
n00737	F96BE816	F96BE816	F96BE816	0	0	-7	-7	-7	-7
n00738	5F9F7D84	5F9F7D84	5F9F7D84	0	0	2	2	2	2
n00739	E58D1FDE	E58D1FDE	E58D1FDE	0	0	-8	-8	-8	-8
n00740	0A522CDE	0A522CDE	0A522CDE	0	0	1	1	1	1
n00741	9E2A8702	9E2A8702	9E2A8702	0	0	-9	-9	-9	-9
n00742	5FF37C13	5FF37C13	5FF37C13	0	0	3	3	3	3
n00743	3146FB3C	3146FB3C	3146FB3C	0	0	2	2	2	2
n00744	F6164512	F6164512	F6164512	0	0	-7	-7	-7	-7
n00745	63C4AB36	63C4AB36	63C4AB36	0	0	7	7	7	7
n00746	3CEDD046	3CEDD046	3CEDD046	0	0	0	0	0	0
n00747	F4918359	F4918359	F4918359	0	0	-9	-9	-9	-9
n00748	273CCA54	273CCA54	273CCA54	0	0	2	2	2	2
n00749	F2E12AC1	F2E12AC1	F2E12AC1	0	0	-8	-8	-8	-8
n00750	A8D4264D	A8D4264D	A8D4264D	0	0	-2	-2	-2	-2
n00751	DCB5C45E	DCB5C45E	DCB5C45E	0	0	-4	-4	-4	-4
n00752	17DE287F	17DE287F	17DE287F	0	0	1	1	1	1
n00753	ABEEF4B9	ABEEF4B9	ABEEF4B9	0	0	-1	-1	-1	-1
n00754	8B9E3766	8B9E3766	8B9E3766	0	0	-6	-6	-6	-6
n00755	88D7AD01	88D7AD01	88D7AD01	0	0	-1	-1	-1	-1
n00756	A819263D	A819263D	A819263D	0	0	-8	-8	-8	-8
n00757	3211BA1D	3211BA1D	3211BA1D	0	0	8	8	8	8
n00758	1BA85808	1BA85808	1BA85808	0	0	2	2	2	2
n00759	7A2981A0	7A2981A0	7A2981A0	0	0	2	2	2	2
n00760	9FE85273	9FE85273	9FE85273	0	0	-9	-9	-9	-9
n00761	2975EA25	2975EA25	2975EA25	0	0	5	5	5	5
n00762	1F3682A3	1F3682A3	1F3682A3	0	0	3	3	3	3
n00763	1D938936	1D938936	1D938936	0	0	3	3	3	3
n00764	2EF4E923	2EF4E923	2EF4E923	0	0	1	1	1	1
n00765	707826BB	707826BB	707826BB	0	0	3	3	3	3
n00766	F5E75FB8	F5E75FB8	F5E75FB8	0	0	-5	-5	-5	-5
n00767	982ECBD2	982ECBD2	982ECBD2	0	0	-2	-2	-2	-2
n00768	D692B4EB	D692B4EB	D692B4EB	0	0	-8	-8	-8	-8
n00769	E5F90D36	E5F90D36	E5F90D36	0	0	-1	-1	-1	-1
n00770	609AE6F7	609AE6F7	609AE6F7	0	0	8	8	8	8
n00771	C47AE944	C47AE944	C47AE944	0	0	-1003	-1003	-1003	-1003
n00772	73F2E181	73F2E181	73F2E181	0	0	3	3	3	3
n00773	BFB4CD9D	BFB4CD9D	BFB4CD9D	0	0	-1	-1	-1	-1
n00774	87F05512	87F05512	87F05512	0	0	-3	-3	-3	-3
n00775	4DDF8031	4DDF8031	4DDF8031	468715040	468715040	468715040	468715040	468715040	468715040
n00776	93598A90	93598A90	93598A90	0	0	-2	-2	-2	-2
n00777	9148DA52	9148DA52	9148DA52	0	0	-1	-1	-1	-1
n00778	4BB1BC4D	4BB1BC4D	4BB1BC4D	23296154	23296154	23296154	23296154	23296154	23296154
n00779	5388A134	5388A134	5388A134	0	0	1	1	1	1
n00780	BFB8045B	BFB8045B	BFB8045B	0	0	-1	-1	-1	-1
n00781	64E9CF0C	64E9CF0C	64E9CF0C	0	0	3	3	3	3
n00782	468060DD	468060DD	468060DD	0	0	16432	16432	16432	16432
n00783	A69A14EA	A69A14EA	A69A14EA	0	0	-1	-1	-1	-1
n00784	7347F8B2	7347F8B2	7347F8B2	0	0	1	1	1	1
n00785	7931A906	7931A906	7931A906	0	0	5	5	5	5
n00786	E2944CD1	E2944CD1	E2944CD1	0	0	-1	-1	-1	-1
n00787	34C9F59C	34C9F59C	34C9F59C	0	0	3	3	3	3
n00788	9DCB7B8D	9DCB7B8D	9DCB7B8D	0	0	-5	-5	-5	-5
n00789	A9600833	A9600833	A9600833	0	0	-4	-4	-4	-4
n00790	AE1FBC5E	AE1FBC5E	AE1FBC5E	0	0	-3	-3	-3	-3
n00791	1513D4E1	1513D4E1	1513D4E1	0	0	2	2	2	2
n00792	334E176B	334E176B	334E176B	0	0	4	4	4	4
n00793	710C3013	710C3013	710C3013	0	0	6	6	6	6
n00794	1CCF4A36	1CCF4A36	1CCF4A36	0	0	1	1	1	1
n00795	F00261B0	F00261B0	F00261B0	0	0	-1	-1	-1	-1
n00796	D0BE4233	D0BE4233	D0BE4233	0	0	-2	-2	-2	-2
n00797	79303B4C	79303B4C	79303B4C	0	0	5	5	5	5
n00798	5160C693	5160C693	5160C693	0	0	6	6	6	6
n00799	8AC7E3D7	8AC7E3D7	8AC7E3D7	0	0	-1	-1	-1	-1
n00800	AA9C6BEE	AA9C6BEE	AA9C6BEE	0	0	-2	-2	-2	-2
n00801	0A24C5E9	0A24C5E9	0A24C5E9	0	0	7	7	7	7
n00802	4A3B0FD5	4A3B0FD5	4A3B0FD5	0	0	3064821	3064821	3064821	3064821
n00803	9C19D087	9C19D087	9C19D087	0	0	-5	-5	-5	-5
n00804	C8B18D6C	C8B18D6C	C8B18D6C	0	0	-363627	-363627	-363627	-363627
n00805	AE25CAA9	AE25CAA9	AE25CAA9	0	0	-3	-3	-3	-3
n00806	5BE1A5AA	5BE1A5AA	5BE1A5AA	0	0	1	1	1	1
n00807	3681ACC5	3681ACC5	3681ACC5	0	0	3	3	3	3
n00808	DCCBAC21	DCCBAC21	DCCBAC21	0	0	-4	-4	-4	-4
n00809	0038D58D	0038D58D	0038D58D	0	0	5	5	5	5
n00810	F4967F29	F4967F29	F4967F29	0	0	-9	-9	-9	-9
n00811	5A64C2B3	5A64C2B3	5A64C2B3	0	0	1	1	1	1
n00812	46C0C0CC	46C0C0CC	46C0C0CC	0	0	24672	24672	24672	24672
n00813	A6310856	A6310856	A6310856	0	0	-6	-6	-6	-6
n00814	D8A2FEA3	D8A2FEA3	D8A2FEA3	0	0	-1	-1	-1	-1
n00815	DECB69D7	DECB69D7	DECB69D7	0	0	-7	-7	-7	-7
n00816	78D086AF	78D086AF	78D086AF	0	0	3	3	3	3
n00817	FBD908F4	FBD908F4	FBD908F4	0	0	-2	-2	-2	-2
n00818	FEB25015	FEB25015	FEB25015	0	0	-1	-1	-1	-1
n00819	5898CA22	5898CA22	5898CA22	0	0	1	1	1	1
n00820	6DAC61C1	6DAC61C1	6DAC61C1	0	0	6	6	6	6
n00821	495D46F6	495D46F6	495D46F6	0	0	906351	906351	906351	906351
n00822	350DBA72	350DBA72	350DBA72	0	0	5	5	5	5
n00823	8AF4C6C6	8AF4C6C6	8AF4C6C6	0	0	-2	-2	-2	-2
n00824	94BB2376	94BB2376	94BB2376	0	0	-1	-1	-1	-1
n00825	FDE9F2D3	FDE9F2D3	FDE9F2D3	0	0	-3	-3	-3	-3
n00826	D8A5B223	D8A5B223	D8A5B223	0	0	-1	-1	-1	-1
n00827	ED33771E	ED33771E	ED33771E	0	0	-3	-3	-3	-3
n00828	8CB82EA4	8CB82EA4	8CB82EA4	0	0	-2	-2	-2	-2
n00829	24A3D6E1	24A3D6E1	24A3D6E1	0	0	7	7	7	7
n00830	D79C6DB2	D79C6DB2	D79C6DB2	0	0	-3	-3	-3	-3
n00831	DC4AE38C	DC4AE38C	DC4AE38C	0	0	-2	-2	-2	-2
n00832	6FC16956	6FC16956	6FC16956	0	0	1	1	1	1
n00833	BDFC2439	BDFC2439	BDFC2439	0	0	0	0	0	0
n00834	977D53CB	977D53CB	977D53CB	0	0	-8	-8	-8	-8
n00835	02470877	02470877	02470877	0	0	1	1	1	1
n00836	91ABB524	91ABB524	91ABB524	0	0	-2	-2	-2	-2
n00837	FC8EFD0F	FC8EFD0F	FC8EFD0F	0	0	-5	-5	-5	-5
n00838	90DC1675	90DC1675	90DC1675	0	0	-8	-8	-8	-8
n00839	83EF6610	83EF6610	83EF6610	0	0	-1	-1	-1	-1
n00840	2E1F982C	2E1F982C	2E1F982C	0	0	3	3	3	3
n00841	0A691B7A	0A691B7A	0A691B7A	0	0	1	1	1	1
n00842	D9BDEC65	D9BDEC65	D9BDEC65	0	0	-6	-6	-6	-6
n00843	16BDBCB4	16BDBCB4	16BDBCB4	0	0	3	3	3	3
n00844	3AB11172	3AB11172	3AB11172	0	0	0	0	0	0
n00845	F7DFF5F6	F7DFF5F6	F7DFF5F6	0	0	-9	-9	-9	-9
n00846	C3F43A86	C3F43A86	C3F43A86	0	0	-488	-488	-488	-488
n00847	6439FBBA	6439FBBA	6439FBBA	0	0	1	1	1	1
n00848	C7DF2A23	C7DF2A23	C7DF2A23	0	0	-114260	-114260	-114260	-114260
n00849	01EDDAED	01EDDAED	01EDDAED	0	0	8	8	8	8
n00850	4DBEDCAB	4DBEDCAB	4DBEDCAB	400266592	400266592	400266592	400266592	400266592	400266592
n00851	1163686F	1163686F	1163686F	0	0	1	1	1	1
n00852	9C3C632E	9C3C632E	9C3C632E	0	0	-6	-6	-6	-6
n00853	AE5B6199	AE5B6199	AE5B6199	0	0	-4	-4	-4	-4
n00854	F8E64CE5	F8E64CE5	F8E64CE5	0	0	-3	-3	-3	-3
n00855	DB78DB92	DB78DB92	DB78DB92	0	0	-7	-7	-7	-7
n00856	80C58707	80C58707	80C58707	0	0	-1	-1	-1	-1
n00857	3566A710	3566A710	3566A710	0	0	8	8	8	8
n00858	3B442855	3B442855	3B442855	0	0	0	0	0	0
n00859	8CB7538F	8CB7538F	8CB7538F	0	0	-2	-2	-2	-2
n00860	52AE6042	52AE6042	52AE6042	0	0	3	3	3	3
n00861	C27E336B	C27E336B	C27E336B	0	0	-63	-63	-63	-63
n00862	DD386392	DD386392	DD386392	0	0	-8	-8	-8	-8
n00863	533AD76B	533AD76B	533AD76B	0	0	8	8	8	8
n00864	EDFCEDE1	EDFCEDE1	EDFCEDE1	0	0	-9	-9	-9	-9
n00865	BFE49CBF	BFE49CBF	BFE49CBF	0	0	-1	-1	-1	-1
n00866	C085E200	C085E200	C085E200	0	0	-4	-4	-4	-4
n00867	B7FF2755	B7FF2755	B7FF2755	0	0	-3	-3	-3	-3
n00868	0A04F04C	0A04F04C	0A04F04C	0	0	6	6	6	6
n00869	C6C2DBC2	C6C2DBC2	C6C2DBC2	0	0	-24941	-24941	-24941	-24941
n00870	62443B1F	62443B1F	62443B1F	0	0	9	9	9	9
n00871	D43E7B57	D43E7B57	D43E7B57	0	0	-3	-3	-3	-3
n00872	299BA170	299BA170	299BA170	0	0	6	6	6	6
n00873	BC0CB3ED	BC0CB3ED	BC0CB3ED	0	0	0	0	0	0
n00874	23069938	23069938	23069938	0	0	7	7	7	7
n00875	7E08A6A7	7E08A6A7	7E08A6A7	0	0	4	4	4	4
n00876	0F5F1AA0	0F5F1AA0	0F5F1AA0	0	0	1	1	1	1
n00877	EB863AF1	EB863AF1	EB863AF1	0	0	-3	-3	-3	-3
n00878	08693C7A	08693C7A	08693C7A	0	0	7	7	7	7
n00879	BA185F4D	BA185F4D	BA185F4D	0	0	0	0	0	0
n00880	B700AD40	B700AD40	B700AD40	0	0	-7	-7	-7	-7
n00881	1F1491F5	1F1491F5	1F1491F5	0	0	3	3	3	3
n00882	5A132D62	5A132D62	5A132D62	0	0	1	1	1	1
n00883	6AE00D2B	6AE00D2B	6AE00D2B	0	0	1	1	1	1
n00884	10972254	10972254	10972254	0	0	5	5	5	5
n00885	9F78F18F	9F78F18F	9F78F18F	0	0	-5	-5	-5	-5
n00886	78ADF896	78ADF896	78ADF896	0	0	2	2	2	2
n00887	6235FB20	6235FB20	6235FB20	0	0	8	8	8	8
n00888	9B2B486D	9B2B486D	9B2B486D	0	0	-1	-1	-1	-1
n00889	094D0EF4	094D0EF4	094D0EF4	0	0	2	2	2	2
n00890	7B43AAAF	7B43AAAF	7B43AAAF	0	0	1	1	1	1
n00891	ED466221	ED466221	ED466221	0	0	-3	-3	-3	-3
n00892	80D24DBD	80D24DBD	80D24DBD	0	0	-1	-1	-1	-1
n00893	272DA63F	272DA63F	272DA63F	0	0	2	2	2	2
n00894	040707AD	040707AD	040707AD	0	0	1	1	1	1
n00895	3C0151F4	3C0151F4	3C0151F4	0	0	0	0	0	0
n00896	729ED8C0	729ED8C0	729ED8C0	0	0	6	6	6	6
n00897	4CAC177D	4CAC177D	4CAC177D	90225640	90225640	90225640	90225640	90225640	90225640
n00898	56F5C2C1	56F5C2C1	56F5C2C1	0	0	1	1	1	1
n00899	0E51F0AC	0E51F0AC	0E51F0AC	0	0	2	2	2	2
n00900	5F2F8D2D	5F2F8D2D	5F2F8D2D	0	0	1	1	1	1
n00901	F5551E6F	F5551E6F	F5551E6F	0	0	-2	-2	-2	-2
n00902	39385641	39385641	39385641	0	0	0	0	0	0
n00903	978AE2E8	978AE2E8	978AE2E8	0	0	-8	-8	-8	-8
n00904	53F755B9	53F755B9	53F755B9	0	0	2	2	2	2
n00905	88B8CCD9	88B8CCD9	88B8CCD9	0	0	-1	-1	-1	-1
n00906	8275EB23	8275EB23	8275EB23	0	0	-1	-1	-1	-1
n00907	82DBA9D3	82DBA9D3	82DBA9D3	0	0	-3	-3	-3	-3
n00908	45AEF3E9	45AEF3E9	45AEF3E9	0	0	5598	5598	5598	5598
n00909	6D48907E	6D48907E	6D48907E	0	0	3	3	3	3
n00910	DF86233A	DF86233A	DF86233A	0	0	-1	-1	-1	-1
n00911	CEFE3ECE	CEFE3ECE	CEFE3ECE	0	0	-2	-2	-2	-2
n00912	757BB7D8	757BB7D8	757BB7D8	0	0	3	3	3	3
n00913	B41628FE	B41628FE	B41628FE	0	0	-1	-1	-1	-1
n00914	7CD74FAA	7CD74FAA	7CD74FAA	0	0	8	8	8	8
n00915	F50F4C87	F50F4C87	F50F4C87	0	0	-1	-1	-1	-1
n00916	1424455A	1424455A	1424455A	0	0	8	8	8	8
n00917	ACCF74F5	ACCF74F5	ACCF74F5	0	0	-5	-5	-5	-5
n00918	E030CB24	E030CB24	E030CB24	0	0	-5	-5	-5	-5
n00919	DAC4C3FA	DAC4C3FA	DAC4C3FA	0	0	-2	-2	-2	-2
n00920	37BC5D2C	37BC5D2C	37BC5D2C	0	0	2	2	2	2
n00921	DAB16AA1	DAB16AA1	DAB16AA1	0	0	-2	-2	-2	-2
n00922	00000000	00000000	00000000	0	0	0	0	0	0
n00923	A8D40F56	A8D40F56	A8D40F56	0	0	-235	-235	-235	-235
n00924	80000000	80000000	80000000	0	0	0	0	0	0
n00925	D048C54E	D048C54E	D048C54E	0	0	0	0	0	0
n00926	0160EFC3	0160EFC3	0160EFC3	0	0	0	0	0	0
n00927	9368824A	9368824A	9368824A	0	0	0	0	0	0
n00928	00000000	00000000	00000000	0	0	0	0	0	0
n00929	67443BA6	67443BA6	67443BA6	0	0	9266841	9266841	9266841	9266841
n00930	3D9845F3	3D9845F3	3D9845F3	0	0	0	0	0	0
n00931	00000000	00000000	00000000	0	0	6662219	6662219	6662219	6662219
n00932	000016F3	000016F3	000016F3	0	0	8233205	8233205	8233205	8233205
n00933	00000000	00000000	00000000	0	0	0	0	0	0
n00934	00000000	00000000	00000000	0	0	0	0	0	0
n00935	FC35F39B	FC35F39B	FC35F39B	0	0	0	0	0	0
n00936	35859CC3	35859CC3	35859CC3	0	0	0	0	0	0
n00937	00000000	00000000	00000000	0	0	0	0	0	0
n00938	80000000	80000000	80000000	0	0	-99961	-99961	-99961	-99961
n00939	80000000	80000000	80000000	0	0	0	0	0	0
n00940	00000000	00000000	00000000	0	0	0	0	0	0
n00941	80000000	80000000	80000000	0	0	-3	-3	-3	-3
n00942	00000000	00000000	00000000	0	0	513	513	513	513
n00943	80000000	80000000	80000000	0	0	0	0	0	0
n00944	00000000	00000000	00000000	0	0	0	0	0	0
n00945	141831A6	141831A6	141831A6	0	0	7683830	7683830	7683830	7683830
n00946	80000000	80000000	80000000	0	0	0	0	0	0
n00947	30A48294	30A48294	30A48294	0	0	0	0	0	0
n00948	80000000	80000000	80000000	0	0	-57860	-57860	-57860	-57860
n00949	00000000	00000000	00000000	0	0	0	0	0	0
n00950	00000000	00000000	00000000	0	0	986431937	986431937	986431937	986431937
n00951	97675F35	97675F35	97675F35	0	0	0	0	0	0
n00952	000000A4	000000A4	000000A4	0	0	0	0	0	0
n00953	00000000	00000000	00000000	0	0	0	0	0	0
n00954	00000000	00000000	00000000	0	0	0	0	0	0
n00955	80000000	80000000	80000000	0	0	0	0	0	0
n00956	B5438A5A	B5438A5A	B5438A5A	0	0	0	0	0	0
n00957	00000000	00000000	00000000	0	0	1633	1633	1633	1633
n00958	3A4B6182	3A4B6182	3A4B6182	0	0	0	0	0	0
n00959	9E08E505	9E08E505	9E08E505	0	0	0	0	0	0
n00960	00000000	00000000	00000000	0	0	0	0	0	0
n00961	00000000	00000000	00000000	0	0	0	0	0	0
n00962	80000000	80000000	80000000	0	0	0	0	0	0
n00963	0A0C890B	0A0C890B	0A0C890B	0	0	0	0	0	0
n00964	00000000	00000000	00000000	0	0	0	0	0	0
n00965	00000000	00000000	00000000	0	0	0	0	0	0
n00966	00000000	00000000	00000000	0	0	0	0	0	0
n00967	800006A0	800006A0	800006A0	0	0	0	0	0	0
n00968	00000000	00000000	00000000	0	0	3213	3213	3213	3213
n00969	00000000	00000000	00000000	0	0	0	0	0	0
n00970	C0D63465	C0D63465	C0D63465	0	0	0	0	0	0
n00971	00000000	00000000	00000000	0	0	-1	-1	-1	-1
n00972	1FB68AC8	1FB68AC8	1FB68AC8	0	0	0	0	0	0
n00973	80000000	80000000	80000000	0	0	-8144911	-8144911	-8144911	-8144911
n00974	00000000	00000000	00000000	0	0	-10	-10	-10	-10
n00975	249CDF9B	249CDF9B	249CDF9B	0	0	0	0	0	0
n00976	DFE25E3C	DFE25E3C	DFE25E3C	0	0	0	0	0	0
n00977	00000000	00000000	00000000	0	0	0	0	0	0
n00978	00000000	00000000	00000000	0	0	0	0	0	0
n00979	80000000	80000000	80000000	0	0	-1	-1	-1	-1
n00980	C0A09759	C0A09759	C0A09759	0	0	0	0	0	0
n00981	00000000	00000000	00000000	0	0	0	0	0	0
n00982	AB657413	AB657413	AB657413	0	0	0	0	0	0
n00983	7420AC9B	7420AC9B	7420AC9B	0	0	0	0	0	0
n00984	80000000	80000000	80000000	0	0	-5	-5	-5	-5
n00985	320E161F	320E161F	320E161F	0	0	0	0	0	0
n00986	00000000	00000000	00000000	0	0	0	0	0	0
n00987	A9DC5ECD	A9DC5ECD	A9DC5ECD	0	0	0	0	0	0
n00988	00000000	00000000	00000000	0	0	0	0	0	0
n00989	00000000	00000000	00000000	0	0	0	0	0	0
n00990	EDF309CC	EDF309CC	EDF309CC	0	0	0	0	0	0
n00991	00000000	00000000	00000000	0	0	0	0	0	0
n00992	990AF717	990AF717	990AF717	0	0	-71843318	-71843318	-71843318	-71843318
n00993	B791C42B	B791C42B	B791C42B	0	0	-1	-1	-1	-1
n00994	75ECC70C	75ECC70C	75ECC70C	0	0	0	0	0	0
n00995	6335DE0F	6335DE0F	6335DE0F	0	0	3354	3354	3354	3354
n00996	00000000	00000000	00000000	0	0	0	0	0	0
n00997	320FB3E9	320FB3E9	320FB3E9	0	0	836460269	836460269	836460269	836460269
n00998	00000000	00000000	00000000	0	0	5447731	5447731	5447731	5447731
n00999	00000000	00000000	00000000	0	0	0	0	0	0
n01000	2CB445D1	2CB445D1	2CB445D1	0	0	0	0	0	0
n01001	00000000	00000000	00000000	0	0	0	0	0	0
n01002	55F37549	55F37549	55F37549	0	0	3346	3346	3346	3346
n01003	D80CE69C	D80CE69C	D80CE69C	0	0	0	0	0	0
n01004	BA4E4550	BA4E4550	BA4E4550	0	0	0	0	0	0
n01005	00000000	00000000	00000000	0	0	0	0	0	0
n01006	80000000	80000000	80000000	0	0	0	0	0	0
n01007	C4F7F8B3	C4F7F8B3	C4F7F8B3	0	0	0	0	0	0
n01008	00000000	00000000	00000000	0	0	8	8	8	8
n01009	00000000	00000000	00000000	0	0	0	0	0	0
n01010	00000000	00000000	00000000	0	0	9685018	9685018	9685018	9685018
n01011	00000000	00000000	00000000	0	0	0	0	0	0
n01012	0A469850	0A469850	0A469850	0	0	9562	9562	9562	9562
n01013	00000000	00000000	00000000	0	0	6617554	6617554	6617554	6617554
n01014	00000000	00000000	00000000	0	0	0	0	0	0
n01015	0E42076F	0E42076F	0E42076F	0	0	0	0	0	0
n01016	4953A937	4953A937	4953A937	0	0	0	0	0	0
n01017	CD5E850E	CD5E850E	CD5E850E	0	0	0	0	0	0
n01018	00000000	00000000	00000000	0	0	-34094683	-34094683	-34094683	-34094683
n01019	00000000	00000000	00000000	0	0	0	0	0	0
n01020	80000000	80000000	80000000	0	0	0	0	0	0
n01021	00000000	00000000	00000000	0	0	5	5	5	5
n01022	80000000	80000000	80000000	0	0	-2	-2	-2	-2
n01023	00000000	00000000	00000000	0	0	0	0	0	0
n01024	FC9423DD	FC9423DD	FC9423DD	0	0	0	0	0	0
n01025	00000000	00000000	00000000	0	0	0	0	0	0
n01026	00000000	00000000	00000000	0	0	0	0	0	0
n01027	00000000	00000000	00000000	0	0	0	0	0	0
n01028	00000000	00000000	00000000	0	0	0	0	0	0
n01029	00000000	00000000	00000000	0	0	0	0	0	0
n01030	6A6D96C5	6A6D96C5	6A6D96C5	0	0	0	0	0	0
n01031	00000000	00000000	00000000	0	0	0	0	0	0
n01032	194EF7FB	194EF7FB	194EF7FB	0	0	1	1	1	1
n01033	BA695326	BA695326	BA695326	0	0	-890063483	-890063483	-890063483	-890063483
n01034	1AA18E42	1AA18E42	1AA18E42	0	0	668	668	668	668
n01035	00000000	00000000	00000000	0	0	1390	1390	1390	1390
n01036	00000000	00000000	00000000	0	0	0	0	0	0
n01037	00000000	00000000	00000000	0	0	0	0	0	0
n01038	A0A8E7D0	A0A8E7D0	A0A8E7D0	0	0	0	0	0	0
n01039	00000000	00000000	00000000	0	0	0	0	0	0
n01040	A3E5BF35	A3E5BF35	A3E5BF35	0	0	0	0	0	0
n01041	00000000	00000000	00000000	0	0	0	0	0	0
n01042	8D3B1BC7	8D3B1BC7	8D3B1BC7	0	0	0	0	0	0
n01043	80000000	80000000	80000000	0	0	0	0	0	0
n01044	00000000	00000000	00000000	0	0	0	0	0	0
n01045	33F594E9	33F594E9	33F594E9	0	0	0	0	0	0
n01046	00000000	00000000	00000000	0	0	0	0	0	0
n01047	80000000	80000000	80000000	0	0	0	0	0	0
n01048	80000000	80000000	80000000	0	0	0	0	0	0
n01049	0000898A	0000898A	0000898A	0	0	0	0	0	0
n01050	E7280E5A	E7280E5A	E7280E5A	0	0	0	0	0	0
n01051	00000000	00000000	00000000	0	0	0	0	0	0
n01052	00000000	00000000	00000000	0	0	0	0	0	0
n01053	827F0056	827F0056	827F0056	0	0	-1873	-1873	-1873	-1873
n01054	00000000	00000000	00000000	0	0	0	0	0	0
n01055	00000000	00000000	00000000	0	0	0	0	0	0
n01056	00000000	00000000	00000000	0	0	0	0	0	0
n01057	80000000	80000000	80000000	0	0	-46	-46	-46	-46
n01058	00000000	00000000	00000000	0	0	0	0	0	0
n01059	745AB443	745AB443	745AB443	0	0	0	0	0	0
n01060	00000000	00000000	00000000	0	0	0	0	0	0
n01061	80000000	80000000	80000000	0	0	0	0	0	0
n01062	00000000	00000000	00000000	0	0	0	0	0	0
n01063	00000000	00000000	00000000	0	0	0	0	0	0
n01064	00000000	00000000	00000000	0	0	0	0	0	0
n01065	C21DE9CC	C21DE9CC	C21DE9CC	0	0	0	0	0	0
n01066	00000000	00000000	00000000	0	0	0	0	0	0
n01067	38B75E29	38B75E29	38B75E29	0	0	0	0	0	0
n01068	9562D205	9562D205	9562D205	0	0	0	0	0	0
n01069	00000000	00000000	00000000	0	0	35	35	35	35
n01070	00000000	00000000	00000000	0	0	0	0	0	0
n01071	6F0FE5B4	6F0FE5B4	6F0FE5B4	0	0	0	0	0	0
n01072	92458C85	92458C85	92458C85	0	0	0	0	0	0
n01073	00000000	00000000	00000000	0	0	143	143	143	143
n01074	80000000	80000000	80000000	0	0	-11	-11	-11	-11
n01075	00000000	00000000	00000000	0	0	0	0	0	0
n01076	00000000	00000000	00000000	0	0	954	954	954	954
n01077	00000000	00000000	00000000	0	0	0	0	0	0
n01078	00000000	00000000	00000000	0	0	0	0	0	0
n01079	307BCC3D	307BCC3D	307BCC3D	0	0	0	0	0	0
n01080	3113A90E	3113A90E	3113A90E	0	0	0	0	0	0
n01081	410F2548	410F2548	410F2548	0	0	0	0	0	0
n01082	7A42131C	7A42131C	7A42131C	0	0	0	0	0	0
n01083	00000000	00000000	00000000	0	0	27273276	27273276	27273276	27273276
n01084	00000000	00000000	00000000	0	0	7774935	7774935	7774935	7774935
n01085	00000000	00000000	00000000	0	0	0	0	0	0
n01086	00000000	00000000	00000000	0	0	0	0	0	0
n01087	AD0BBC86	AD0BBC86	AD0BBC86	0	0	0	0	0	0
n01088	00000000	00000000	00000000	0	0	0	0	0	0
n01089	00000000	00000000	00000000	0	0	-822	-822	-822	-822
n01090	00000000	00000000	00000000	0	0	0	0	0	0
n01091	00000000	00000000	00000000	0	0	0	0	0	0
n01092	73CE01F3	73CE01F3	73CE01F3	0	0	0	0	0	0
n01093	80000000	80000000	80000000	0	0	0	0	0	0
n01094	B2CB26E6	B2CB26E6	B2CB26E6	0	0	-2365	-2365	-2365	-2365
n01095	80000000	80000000	80000000	0	0	0	0	0	0
n01096	65E80412	65E80412	65E80412	0	0	0	0	0	0
n01097	69622F2C	69622F2C	69622F2C	0	0	0	0	0	0
n01098	00000000	00000000	00000000	0	0	0	0	0	0
n01099	18CDB560	18CDB560	18CDB560	0	0	531743987	531743987	531743987	531743987
n01100	301A0AC9	301A0AC9	301A0AC9	0	0	0	0	0	0
n01101	00000000	00000000	00000000	0	0	9986	9986	9986	9986
n01102	8A3AEC35	8A3AEC35	8A3AEC35	0	0	0	0	0	0
n01103	62B1EEB1	62B1EEB1	62B1EEB1	0	0	16	16	16	16
n01104	36386C73	36386C73	36386C73	0	0	0	0	0	0
n01105	8891A71B	8891A71B	8891A71B	0	0	0	0	0	0
n01106	00000000	00000000	00000000	0	0	0	0	0	0
n01107	423BC4CC	423BC4CC	423BC4CC	0	0	0	0	0	0
n01108	E864241A	E864241A	E864241A	0	0	0	0	0	0
n01109	00000000	00000000	00000000	0	0	-48409	-48409	-48409	-48409
n01110	00000000	00000000	00000000	0	0	464	464	464	464
n01111	00000000	00000000	00000000	0	0	0	0	0	0
n01112	00000000	00000000	00000000	0	0	0	0	0	0
n01113	00000000	00000000	00000000	0	0	0	0	0	0
