id	float_bits	strict_int	first_int
n01955	00000000	0	0
n01956	00000000	0	0
n01957	18720000	0	0
n01958	80000000	0	0
n01959	A7B21000	0	0
n01960	D456B7D8	0	0
n01961	6EAF1CC6	0	0
n01962	4C577D46	0	0
n01963	6F1CC351	0	0
n01964	62AC0000	0	0
n01965	47100000	0	0
n01966	92138900	0	0
n01967	067548E3	0	0
n01968	DE427DDF	0	0
n01969	D2922A20	0	0
n01970	00000000	0	0
n01971	192C059A	0	0
n01972	00000000	0	0
n01973	5E43A35A	0	0
n01974	72610A9F	0	0
n01975	9F1605E5	0	0
n01976	00000000	0	0
n01977	AA827BA1	0	0
n01978	80000000	0	0
n01979	A0F91400	0	0
n01980	00000000	0	0
n01981	ED858840	0	0
n01982	4F054513	0	0
n01983	00000000	0	0
n01984	00000000	0	0
n01985	80000000	0	0
n01986	00000000	0	0
n01987	00000000	0	0
n01988	CC64DA1C	0	0
n01989	00000000	0	0
n01990	3ED5C551	0	0
n01991	973D5191	0	0
n01992	00000000	0	0
n01993	C0BF96E9	0	0
n01994	E95B3D95	0	0
n01995	80000000	0	0
n01996	8B80870B	0	0
n01997	287846B5	0	0
n01998	00000000	0	0
n01999	00000000	0	0
n02000	000000F4	0	0
n02001	8A0C278D	0	0
n02002	80200000	0	0
n02003	A111D400	0	0
n02004	00000000	0	0
n02005	11347753	0	0
n02006	F9800000	0	0
n02007	A79A87BD	0	0
n02008	80000000	0	0
n02009	C0083D4D	0	0
n02010	00000000	0	0
n02011	00000000	0	0
n02012	5C608E4B	0	0
n02013	66B60B24	0	0
n02014	00000000	0	0
n02015	00000000	0	0
n02016	00000000	0	0
n02017	062F6941	0	0
n02018	00015F65	0	0
n02019	00000031	0	0
n02020	C6E20000	0	0
n02021	00000000	0	0
n02022	80000000	0	0
n02023	DBF7F0D9	0	0
n02024	80000000	0	0
n02025	00000000	0	0
n02026	0000616B	0	0
n02027	D9976ACF	0	0
n02028	213BDF80	0	0
n02029	C670FFBA	0	0
n02030	80000000	0	0
n02031	00000000	0	0
n02032	368A6A5C	0	0
n02033	E7928C4B	0	0
n02034	C34F63B9	0	0
n02035	7A62E0DE	0	0
n02036	8219D7D3	0	0
n02037	80000000	0	0
n02038	F746156C	0	0
n02039	0E30C600	0	0
n02040	177F912C	0	0
n02041	00000000	0	0
n02042	80000000	0	0
n02043	17ECDA9C	0	0
n02044	360DDE64	0	0
n02045	B8205990	0	0
n02046	D1DBFD73	0	0
n02047	00000000	0	0
n02048	072E3D53	0	0
n02049	00000000	0	0
n02050	B718A0CC	0	0
n02051	80000000	0	0
n02052	00000000	0	0
n02053	DBB608D7	0	0
n02054	5C0C6700	0	0
n02055	2E654AA0	0	0
n02056	39943E74	0	0
n02057	5EFA1EA5	0	0
n02058	80000B68	0	0
n02059	A9109A6F	0	0
n02060	CCA9F1A8	0	0
n02061	174E9F2B	0	0
n02062	23056BDA	0	0
n02063	38CD4C9F	0	0
n02064	A60AB344	0	0
n02065	4FE00000	0	0
n02066	32B8DEE0	0	0
n02067	00000000	0	0
n02068	46D9435B	0	0
n02069	00000000	0	0
n02070	F8DDB96E	0	0
n02071	80000000	0	0
n02072	80000000	0	0
n02073	00000000	0	0
n02074	0000001B	0	0
n02075	5892DA94	0	0
n02076	FE5FF54A	0	0
n02077	78B20323	0	0
n02078	00000000	0	0
n02079	9DA33939	0	0
n02080	00000000	0	0
n02081	DED50000	0	0
n02082	80000000	0	0
n02083	C36600BE	0	0
n02084	00000000	0	0
n02085	2A01253A	0	0
n02086	8DB49A11	0	0
n02087	00000000	0	0
n02088	00000000	0	0
n02089	06098000	0	0
n02090	00000000	0	0
n02091	282A0000	0	0
n02092	00000000	0	0
n02093	C0440000	0	0
n02094	5E596243	0	0
n02095	00000000	0	0
n02096	04E48409	0	0
n02097	80000000	0	0
n02098	BD2988FF	0	0
n02099	00000000	0	0
n02100	80000000	0	0
n02101	00000000	0	0
n02102	00000003	0	0
n02103	00000000	0	0
n02104	DA4B80FD	0	0
n02105	A35D38BB	0	0
n02106	5CDD2AA4	0	0
n02107	00000000	0	0
n02108	66DDE000	0	0
n02109	10D8AF9D	0	0
n02110	00000000	0	0
n02111	BECD8B63	0	0
n02112	00000000	0	0
n02113	00000000	0	0
n02114	F59B2155	0	0
n02115	2D3B0A5F	0	0
n02116	00000000	0	0
n02117	61968237	0	0
n02118	6E38EB59	0	0
n02119	87B7259D	0	0
n02120	C94AC6CE	0	0
n02121	00000000	0	0
n02122	00000000	0	0
n02123	56790000	0	0
n02124	72AEF3DF	0	0
n02125	80000000	0	0
n02126	857265E9	0	0
n02127	80192000	0	0
n02128	36AD1C9E	0	0
n02129	769B49FC	0	0
n02130	ADE6FDB1	0	0
n02131	A2AF5046	0	0
n02132	00000000	0	0
n02133	00000000	0	0
n02134	00000000	0	0
n02135	F139F703	0	0
n02136	057E4AF7	0	0
n02137	2EC233AD	0	0
n02138	00000000	0	0
n02139	8000001B	0	0
n02140	2FB9C392	0	0
n02141	00000000	0	0
n02142	80000000	0	0
n02143	E96990A1	0	0
n02144	32C8877C	0	0
n02145	BE7AF842	0	0
n02146	D65C0000	0	0
n02147	80034E00	0	0
n02148	7F5EC000	0	0
n02149	80000000	0	0
n02150	00000000	0	0
n02151	00000000	0	0
n02152	22B3C557	0	0
n02153	2EEE0CBC	0	0
n02154	80000000	0	0
n02155	00000000	0	0
n02156	8000007D	0	0
n02157	CA6A4F40	0	0
n02158	EF741448	0	0
n02159	44871A2E	0	0
n02160	00000000	0	0
n02161	E3A21863	0	0
n02162	BD78115B	0	0
n02163	7C37FC98	0	0
n02164	3B0469B7	0	0
n02165	35FBA6AD	0	0
n02166	9836E58D	0	0
n02167	DA69409A	0	0
n02168	00000000	0	0
n02169	437D0154	0	0
n02170	832BA800	0	0
n02171	EAC3D841	0	0
n02172	B32AFE89	0	0
n02173	00000000	0	0
n02174	2B14E92C	0	0
n02175	51633000	0	0
n02176	71660000	0	0
n02177	95361E43	0	0
n02178	F840E414	0	0
n02179	80000000	0	0
n02180	00000000	0	0
n02181	E3400000	0	0
n02182	C4ADD370	0	0
n02183	85B0AA7E	0	0
n02184	2327C25B	0	0
n02185	1A8F9B1D	0	0
n02186	00000000	0	0
n02187	827C6C00	0	0
n02188	00000000	0	0
n02189	EF30B881	0	0
n02190	00000000	0	0
n02191	00000000	0	0
n02192	82ADB4B9	0	0
n02193	F83CF110	0	0
n02194	2C36C400	0	0
n02195	8025EA6C	0	0
n02196	0AACAA47	0	0
n02197	6F9075AF	0	0
n02198	75D2404C	0	0
n02199	00000000	0	0
n02200	00000000	0	0
n02201	00000000	0	0
n02202	9CC0577B	0	0
n02203	7282169C	0	0
n02204	1EFF23B0	0	0
n02205	76048312	0	0
n02206	8F9D155C	0	0
n02207	00000000	0	0
n02208	A35188B5	0	0
n02209	C99F05A0	0	0
n02210	80000000	0	0
n02211	900F8A1C	0	0
n02212	00000000	0	0
n02213	00000000	0	0
n02214	1E49A006	0	0
n02215	80000000	0	0
n02216	117DC736	0	0
n02217	80000000	0	0
n02218	82998000	0	0
n02219	7E2CA8BB	0	0
n02220	F662F760	0	0
n02221	4FC7B5D5	0	0
n02222	066EBB67	0	0
n02223	00000000	0	0
n02224	224B057A	0	0
n02225	80000000	0	0
n02226	00000000	0	0
n02227	AB060774	0	0
n02228	80000000	0	0
n02229	00000000	0	0
n02230	80000000	0	0
n02231	92318A70	0	0
n02232	7433F5F2	0	0
n02233	4DB22C00	0	0
n02234	3255F336	0	0
n02235	00000000	0	0
n02236	00000000	0	0
n02237	7AEF386B	0	0
n02238	C4F76482	0	0
n02239	8703A85E	0	0
n02240	00000000	0	0
n02241	00000000	0	0
n02242	24F46200	0	0
n02243	D3A20286	0	0
n02244	00000000	0	0
n02245	DD6FB476	0	0
n02246	00000000	0	0
n02247	42025000	0	0
n02248	00000000	0	0
n02249	00000000	0	0
n02250	00000000	0	0
n02251	05700000	0	0
n02252	80000000	0	0
n02253	350D8000	0	0
n02254	E0D4B295	0	0
n02255	07B30BE9	0	0
n02256	0002256A	0	0
n02257	00000000	0	0
n02258	490B4C00	0	0
n02259	6CF20C89	0	0
n02260	5D1DFB40	0	0
n02261	00000000	0	0
n02262	47A00000	0	0
n02263	FED74000	0	0
n02264	2FC02971	0	0
n02265	35839829	0	0
n02266	6B8206D2	0	0
n02267	25D9353F	0	0
n02268	8B71E1CC	0	0
n02269	915D0F0F	0	0
n02270	80000000	0	0
n02271	48C82A17	0	0
n02272	00000000	0	0
n02273	E968D050	0	0
n02274	FD623458	0	0
n02275	1E1CE8D4	0	0
n02276	48BF32E3	0	0
n02277	000B8177	0	0
n02278	80000007	0	0
n02279	7447C4FA	0	0
n02280	00000000	0	0
n02281	8E08DB47	0	0
n02282	80000000	0	0
n02283	00000000	0	0
n02284	14C773C9	0	0
n02285	80000000	0	0
n02286	00000290	0	0
n02287	00000AE3	0	0
n02288	00000000	0	0
n02289	00000000	0	0
n02290	80000000	0	0
n02291	30AACD8C	0	0
n02292	11E1C870	0	0
n02293	05A13F48	0	0
n02294	0FFDD57C	0	0
n02295	80000000	0	0
n02296	00000000	0	0
n02297	00000000	0	0
n02298	54081EA9	0	0
n02299	69448748	0	0
n02300	00000000	0	0
n02301	03B2B814	0	0
n02302	9BA176F6	0	0
n02303	9659FFF8	0	0
n02304	D6E40B00	0	0
n02305	8F5F6000	0	0
n02306	F9900000	0	0
n02307	00000000	0	0
n02308	00000000	0	0
n02309	B39D6351	0	0
n02310	00000000	0	0
n02311	80000027	0	0
n02312	CB6EF100	0	0
n02313	5665ACA8	0	0
n02314	80000000	0	0
n02315	E5000000	0	0
n02316	E8300000	0	0
n02317	9C072816	0	0
n02318	909F2758	0	0
n02319	C5E1B611	0	0
n02320	00000000	0	0
n02321	067A2FC8	0	0
n02322	230AA018	0	0
n02323	76432ADA	0	0
n02324	00000000	0	0
n02325	00000000	0	0
n02326	00000000	0	0
n02327	00000000	0	0
n02328	0C3E22BA	0	0
n02329	E4B1B4FD	0	0
n02330	00000000	0	0
n02331	00000010	0	0
n02332	00000000	0	0
n02333	80000000	0	0
n02334	08788059	0	0
n02335	80000000	0	0
n02336	25700000	0	0
n02337	9F8F03F2	0	0
n02338	17E8C465	0	0
n02339	6F300A20	0	0
n02340	455E16D4	0	0
n02341	CC201DB8	0	0
n02342	00000000	0	0
n02343	80000000	0	0
n02344	00000000	0	0
n02345	D7ABABE7	0	0
n02346	D5355055	0	0
n02347	00000000	0	0
n02348	00000000	0	0
n02349	7B70C254	0	0
n02350	62F60601	0	0
n02351	80000000	0	0
n02352	98128F80	0	0
n02353	00000000	0	0
n02354	00000000	0	0
n02355	1B9DE2D7	0	0
n02356	5E9567EB	0	0
n02357	00000000	0	0
n02358	BF13975D	0	0
n02359	80000000	0	0
n02360	8943AAC7	0	0
n02361	A0E83FEF	0	0
n02362	5740B724	0	0
n02363	80000000	0	0
n02364	00000000	0	0
n02365	8000770B	0	0
n02366	00000000	0	0
n02367	0016DC7B	0	0
n02368	80000000	0	0
n02369	80000010	0	0
n02370	9575EDB7	0	0
n02371	8F5BBED1	0	0
n02372	13DB0E00	0	0
n02373	18B1E36C	0	0
n02374	D6E10000	0	0
n02375	00000842	0	0
n02376	00000000	0	0
n02377	73B3FE08	0	0
n02378	0E2134F9	0	0
n02379	00000000	0	0
n02380	11026000	0	0
n02381	8FC972F7	0	0
n02382	01FA7211	0	0
n02383	F06D25BB	0	0
n02384	00000000	0	0
n02385	8039FEB8	0	0
n02386	00000000	0	0
n02387	3822A5CC	0	0
n02388	80000000	0	0
n02389	FB1C05B1	0	0
n02390	00000000	0	0
n02391	09C7A7EE	0	0
n02392	BE67A0D4	0	0
n02393	D4CBE45F	0	0
n02394	BA7AF2EB	0	0
n02395	80000000	0	0
n02396	1A0469D9	0	0
n02397	793D4AEC	0	0
n02398	A9F78186	0	0
n02399	A75CD355	0	0
n02400	00000000	0	0
n02401	FCF568A8	0	0
n02402	2805F892	0	0
n02403	E28D41D0	0	0
n02404	80000000	0	0
n02405	80000000	0	0
n02406	00000000	0	0
n02407	124220D2	0	0
n02408	B714D340	0	0
n02409	80000000	0	0
n02410	5D2E8FCD	0	0
n02411	80000000	0	0
n02412	7E23B755	0	0
n02413	00000000	0	0
n02414	00000000	0	0
n02415	EE4B7399	0	0
n02416	969557DC	0	0
n02417	2DA864E6	0	0
n02418	9E358BFB	0	0
n02419	80000000	0	0
n02420	80000000	0	0
n02421	03005C37	0	0
n02422	DCB68791	0	0
n02423	AEB7FD8A	0	0
n02424	80000000	0	0
n02425	80000000	0	0
n02426	80000000	0	0
n02427	E7853C0D	0	0
n02428	80000000	0	0
n02429	FB3E5095	0	0
n02430	00000000	0	0
n02431	5E79E7DC	0	0
n02432	2116FD00	0	0
n02433	00000000	0	0
n02434	00000000	0	0
n02435	B16DECA7	0	0
n02436	00000000	0	0
n02437	80000000	0	0
n02438	FBDF1360	0	0
n02439	032E113A	0	0
n02440	7D372A63	0	0
n02441	BC7FD3B0	0	0
n02442	00000000	0	0
n02443	D247B1FA	0	0
n02444	00000000	0	0
n02445	1AB3D460	0	0
n02446	421685C4	0	0
n02447	C8A45807	0	0
n02448	0112B50D	0	0
n02449	5B360579	0	0
n02450	E85DDCDF	0	0
n02451	0205E0EA	0	0
n02452	00000008	0	0
n02453	B749A000	0	0
n02454	DEF68E20	0	0
n02455	25B44800	0	0
n02456	8246D052	0	0
n02457	B8952C15	0	0
n02458	D1D08EAF	0	0
n02459	80000000	0	0
n02460	68DCA354	0	0
n02461	80000004	0	0
n02462	00000000	0	0
n02463	58A29445	0	0
n02464	7AF99517	0	0
n02465	05159C13	0	0
n02466	B4D2B3E5	0	0
n02467	EFDF7A9E	0	0
n02468	BE766A82	0	0
n02469	00000000	0	0
n02470	EF2C0000	0	0
n02471	80000000	0	0
n02472	800026C2	0	0
n02473	5EDC6AE8	0	0
n02474	80000000	0	0
n02475	67526960	0	0
n02476	00000000	0	0
n02477	9932FB44	0	0
n02478	E93152DF	0	0
n02479	00000000	0	0
n02480	26A96A81	0	0
n02481	6F255B24	0	0
n02482	78264816	0	0
n02483	00000000	0	0
n02484	00000000	0	0
n02485	E80EB25C	0	0
n02486	950AD640	0	0
n02487	2F6B09EE	0	0
n02488	00000000	0	0
n02489	DF88D9D0	0	0
n02490	B0778C00	0	0
n02491	CC0375EB	0	0
n02492	F369F3C3	0	0
n02493	144AE978	0	0
n02494	DCBFFB80	0	0
n02495	3E65C2D5	0	0
n02496	80000001	0	0
n02497	31131FD2	0	0
n02498	A56400E8	0	0
n02499	80000000	0	0
n02500	18BA30CD	0	0
n02501	00000000	0	0
n02502	BB42C487	0	0
n02503	AB05AA1E	0	0
n02504	00000000	0	0
n02505	05554FB8	0	0
n02506	490521DE	0	0
n02507	00000000	0	0
n02508	545BE000	0	0
n02509	10A00000	0	0
n02510	C4E2C915	0	0
n02511	00000000	0	0
n02512	3C7BD2B9	0	0
n02513	70611819	0	0
n02514	00000000	0	0
n02515	80000000	0	0
n02516	00090FF1	0	0
n02517	00000000	0	0
n02518	00000000	0	0
n02519	D6796000	0	0
n02520	C50CEECF	0	0
n02521	BF12EA3F	0	0
n02522	80000000	0	0
n02523	7A7F3230	0	0
n02524	00000000	0	0
n02525	00000000	0	0
n02526	BAE51800	0	0
n02527	80000003	0	0
n02528	80000000	0	0
n02529	F555E800	0	0
n02530	03D09E11	0	0
n02531	2255070A	0	0
n02532	DB740000	0	0
n02533	848E668F	0	0
n02534	C84CB120	0	0
n02535	FB4D7DF7	0	0
n02536	00000000	0	0
n02537	00000012	0	0
n02538	12C8F23F	0	0
n02539	B63CE5A5	0	0
n02540	00000000	0	0
n02541	8D79BB84	0	0
n02542	00000000	0	0
n02543	D1FD4965	0	0
n02544	1D3900BD	0	0
n02545	00000000	0	0
n02546	80000000	0	0
n02547	DD350000	0	0
n02548	80000000	0	0
n02549	00000004	0	0
n02550	4FECF93F	0	0
n02551	43D2CFE3	0	0
n02552	6327551E	0	0
n02553	80000000	0	0
n02554	00000000	0	0
n02555	80000000	0	0
n02556	00000000	0	0
n02557	B4D6C06F	0	0
n02558	C7EE6A73	0	0
n02559	498C45E5	0	0
n02560	82903034	0	0
n02561	00000000	0	0
n02562	2FC1B280	0	0
n02563	CFC95F19	0	0
n02564	5D17EBEC	0	0
n02565	00000000	0	0
n02566	A7600000	0	0
n02567	00000000	0	0
n02568	070A7A00	0	0
n02569	00000000	0	0
n02570	3A9E313E	0	0
n02571	00000000	0	0
n02572	80000000	0	0
n02573	00000000	0	0
n02574	00000000	0	0
n02575	37C40594	0	0
n02576	00000000	0	0
n02577	5F9FAE60	0	0
n02578	0FDC2C80	0	0
n02579	96204BE0	0	0
n02580	80004DDD	0	0
n02581	00000000	0	0
n02582	00000000	0	0
n02583	3004237C	0	0
n02584	00000000	0	0
n02585	DCD31EB8	0	0
n02586	80000000	0	0
n02587	E734F85B	0	0
n02588	80000000	0	0
n02589	DD7638C0	0	0
n02590	63D9E746	0	0
n02591	2B163EE5	0	0
n02592	800F1734	0	0
n02593	00000000	0	0
n02594	86909362	0	0
n02595	00000000	0	0
n02596	80000005	0	0
n02597	D9AFCBE8	0	0
n02598	8013B7D9	0	0
n02599	00000000	0	0
n02600	7EC00000	0	0
n02601	94800000	0	0
n02602	00000000	0	0
n02603	00000000	0	0
n02604	FBDDD084	0	0
n02605	DEC5E199	0	0
n02606	80000000	0	0
n02607	00000000	0	0
n02608	F3EC0F53	0	0
n02609	AE116F44	0	0
n02610	00000000	0	0
n02611	BB3928FD	0	0
n02612	00000000	0	0
n02613	80000000	0	0
n02614	5E0ECE6A	0	0
n02615	B0E58C36	0	0
n02616	E4C97B94	0	0
n02617	AE12C256	0	0
n02618	00000000	0	0
n02619	80000000	0	0
n02620	00000000	0	0
n02621	81F80000	0	0
n02622	C9C79145	0	0
n02623	00000000	0	0
n02624	ABDD4DEA	0	0
n02625	00000A4A	0	0
n02626	B9D20848	0	0
n02627	80000000	0	0
n02628	CDFE7AE0	0	0
n02629	DA2E8582	0	0
n02630	FC364083	0	0
n02631	C5420F62	0	0
n02632	551414FC	0	0
n02633	80000002	0	0
n02634	58C2E831	0	0
n02635	00000000	0	0
n02636	3D0BE2E1	0	0
n02637	00000000	0	0
n02638	00000000	0	0
n02639	A4D395FE	0	0
n02640	A1264B75	0	0
n02641	2E85557F	0	0
n02642	00000000	0	0
n02643	00000000	0	0
n02644	61F08173	0	0
n02645	73154EF4	0	0
n02646	80000000	0	0
n02647	B6405FD4	0	0
n02648	80000000	0	0
n02649	7546A300	0	0
n02650	00000000	0	0
n02651	D5A26C0A	0	0
n02652	00000000	0	0
n02653	429E2032	0	0
n02654	A58B04D3	0	0
n02655	00000000	0	0
n02656	80000000	0	0
n02657	58E49A8E	0	0
n02658	D3480000	0	0
n02659	46D9CE11	0	0
n02660	54AEBA7E	0	0
n02661	80000000	0	0
n02662	64FC8804	0	0
n02663	00000000	0	0
n02664	80000000	0	0
n02665	80000000	0	0
n02666	00000000	0	0
n02667	00000000	0	0
n02668	00000000	0	0
n02669	93C6FEE1	0	0
n02670	00000000	0	0
n02671	74D8F5EE	0	0
n02672	80000000	0	0
n02673	00000000	0	0
n02674	CA3C43CA	0	0
n02675	80000000	0	0
n02676	7F200000	0	0
n02677	00000000	0	0
n02678	E4275661	0	0
n02679	983338C5	0	0
n02680	722C6B3B	0	0
n02681	80000000	0	0
n02682	00000000	0	0
n02683	19CE449B	0	0
n02684	00000000	0	0
n02685	03C00000	0	0
n02686	00000000	0	0
n02687	80000000	0	0
n02688	80000000	0	0
n02689	172CC000	0	0
n02690	9D9DA128	0	0
n02691	FD02FA7D	0	0
n02692	00000000	0	0
n02693	80000000	0	0
n02694	00000000	0	0
n02695	D1CEE9EC	0	0
n02696	00000001	0	0
n02697	80000000	0	0
n02698	47DF568B	0	0
n02699	00000000	0	0
n02700	80000000	0	0
n02701	00000000	0	0
n02702	1F28A750	0	0
n02703	00000000	0	0
n02704	00000000	0	0
n02705	540614A4	0	0
n02706	2A0D81EB	0	0
n02707	80000000	0	0
n02708	007E8000	0	0
n02709	5AC4C35F	0	0
n02710	8241ACC9	0	0
n02711	1FF9D6E7	0	0
n02712	82724029	0	0
n02713	E5653732	0	0
n02714	94746D90	0	0
n02715	80000000	0	0
n02716	00000000	0	0
n02717	00000000	0	0
n02718	1C947741	0	0
n02719	00000000	0	0
n02720	00000000	0	0
n02721	80000000	0	0
n02722	D348D6BB	0	0
n02723	D2F7C3B1	0	0
n02724	54026474	0	0
n02725	D68E4DAC	0	0
n02726	D6859D20	0	0
n02727	D5BA4717	0	0
n02728	D36B99E2	0	0
n02729	5668C0B2	0	0
n02730	D31F1672	0	0
n02731	5662D2F1	0	0
n02732	50BF2310	0	0
n02733	52CFBE27	0	0
n02734	D308B872	0	0
n02735	53156EE9	0	0
n02736	D29A9AA0	0	0
n02737	D6A126F6	0	0
n02738	D3029CF5	0	0
n02739	00000000	0	0
n02740	D2EA1BED	0	0
n02741	00000000	0	0
n02742	D3453B15	0	0
n02743	56121B6C	0	0
n02744	53190634	0	0
n02745	00000000	0	0
n02746	D33CFE07	0	0
n02747	00000000	0	0
n02748	D11EC6AA	0	0
n02749	D3619D82	0	0
n02750	D08B8AA9	0	0
n02751	00000000	0	0
n02752	5688CEC6	0	0
n02753	D2C7803E	0	0
n02754	00000000	0	0
n02755	00000000	0	0
n02756	00000000	0	0
n02757	00000000	0	0
n02758	00000000	0	0
n02759	D357B9E7	0	0
n02760	568DA5CD	0	0
n02761	D60AF947	0	0
n02762	00000000	0	0
n02763	5226B246	0	0
n02764	D6198BFC	0	0
n02765	00000000	0	0
n02766	535B5112	0	0
n02767	53101207	0	0
n02768	5331E2AC	0	0
n02769	56AE3A1A	0	0
n02770	528164FB	0	0
n02771	568ACDD3	0	0
n02772	56A785AD	0	0
n02773	521D3CCC	0	0
n02774	00000000	0	0
n02775	D6735704	0	0
n02776	D22FD847	0	0
n02777	565F1306	0	0
n02778	D2471C6F	0	0
n02779	00000000	0	0
n02780	D265B966	0	0
n02781	D31C0D35	0	0
n02782	D6520ABE	0	0
n02783	D2AF8415	0	0
n02784	D3139FD9	0	0
n02785	565B209C	0	0
n02786	535127ED	0	0
n02787	00000000	0	0
n02788	D3507CB6	0	0
n02789	D5D32BFA	0	0
n02790	00000000	0	0
n02791	00000000	0	0
n02792	55CBD76A	0	0
n02793	D29F8379	0	0
n02794	56B6BC89	0	0
n02795	D3287F3A	0	0
n02796	D3449F54	0	0
n02797	00000000	0	0
n02798	00000000	0	0
n02799	D12A1853	0	0
n02800	53560573	0	0
n02801	D5569BCB	0	0
n02802	52BEB7BC	0	0
n02803	00000000	0	0
n02804	D218CD2C	0	0
n02805	D18158E8	0	0
n02806	5678B279	0	0
n02807	D37D54EF	0	0
n02808	56AE09B5	0	0
n02809	00000000	0	0
n02810	536FD736	0	0
n02811	D3566C93	0	0
n02812	D504690E	0	0
n02813	00000000	0	0
n02814	D25753DB	0	0
n02815	5326A14C	0	0
n02816	5338B296	0	0
n02817	D37910FB	0	0
n02818	D13042AE	0	0
n02819	53497C81	0	0
n02820	00000000	0	0
n02821	53603D94	0	0
n02822	00000000	0	0
n02823	D32045A0	0	0
n02824	D33FC3C7	0	0
n02825	D314CFB3	0	0
n02826	00000000	0	0
n02827	D681F604	0	0
n02828	00000000	0	0
n02829	D31993F7	0	0
n02830	532BE657	0	0
n02831	D21CB176	0	0
n02832	D69E8915	0	0
n02833	00000000	0	0
n02834	00000000	0	0
n02835	00000000	0	0
n02836	00000000	0	0
n02837	D35A6ED5	0	0
n02838	00000000	0	0
n02839	537A9D9A	0	0
n02840	00000000	0	0
n02841	5300C0BC	0	0
n02842	D36C9D03	0	0
n02843	00000000	0	0
n02844	52F4BFE5	0	0
n02845	569FDFFB	0	0
n02846	527ABB34	0	0
n02847	D6385B04	0	0
n02848	D13640DF	0	0
n02849	D6AD77DC	0	0
n02850	569C2D9C	0	0
n02851	00000000	0	0
n02852	56957BED	0	0
n02853	00000000	0	0
n02854	D52C799D	0	0
n02855	D21FCECC	0	0
n02856	D52EAC3E	0	0
n02857	00000000	0	0
n02858	00000000	0	0
n02859	550D8406	0	0
n02860	D21C10E9	0	0
n02861	00000000	0	0
n02862	D356578B	0	0
n02863	569AD538	0	0
n02864	518147E7	0	0
n02865	531B4C38	0	0
n02866	00000000	0	0
n02867	00000000	0	0
n02868	00000000	0	0
n02869	537B7020	0	0
n02870	D2AA8E15	0	0
n02871	D366488A	0	0
n02872	D65FF11E	0	0
n02873	D5662C46	0	0
n02874	D1CA2834	0	0
n02875	00000000	0	0
n02876	00000000	0	0
n02877	00000000	0	0
n02878	D34F180B	0	0
n02879	52A3AB99	0	0
n02880	00000000	0	0
n02881	D196A7B3	0	0
n02882	D374DA31	0	0
n02883	D5A30D1C	0	0
n02884	D16E39E9	0	0
n02885	520DF403	0	0
n02886	52D4EA78	0	0
n02887	D60E2377	0	0
n02888	52EBF242	0	0
n02889	D3126850	0	0
n02890	D2336B4A	0	0
n02891	532D12AE	0	0
n02892	D1085BDE	0	0
n02893	00000000	0	0
n02894	5344BC9E	0	0
n02895	537AFC45	0	0
n02896	D6A43BE4	0	0
n02897	532B27B7	0	0
n02898	00000000	0	0
n02899	00000000	0	0
n02900	52F8CBF3	0	0
n02901	536CC8FF	0	0
n02902	00000000	0	0
n02903	D1FFA05E	0	0
n02904	53424B0F	0	0
n02905	D669B215	0	0
n02906	00000000	0	0
n02907	55993129	0	0
n02908	D2FAEFAC	0	0
n02909	D5334CA8	0	0
n02910	00000000	0	0
n02911	51A61D88	0	0
n02912	00000000	0	0
n02913	00000000	0	0
n02914	D2E41169	0	0
n02915	00000000	0	0
n02916	55474797	0	0
n02917	D60EE257	0	0
n02918	00000000	0	0
n02919	D668AED7	0	0
n02920	00000000	0	0
n02921	536275FB	0	0
n02922	D37F8619	0	0
n02923	D231EA57	0	0
n02924	56A1D448	0	0
n02925	D300B3BE	0	0
n02926	00000000	0	0
n02927	00000000	0	0
n02928	51931066	0	0
n02929	D10A3908	0	0
n02930	D1C5750D	0	0
n02931	5659485F	0	0
n02932	00000000	0	0
n02933	00000000	0	0
n02934	D31AFA46	0	0
n02935	D0B96BE9	0	0
n02936	D63D0364	0	0
n02937	D58D10D8	0	0
n02938	532908A7	0	0
n02939	00000000	0	0
n02940	D5C9442A	0	0
n02941	530B2196	0	0
n02942	00000000	0	0
n02943	56B88A6F	0	0
n02944	53097B91	0	0
n02945	55E3BA40	0	0
n02946	51DA7E2B	0	0
n02947	531E9122	0	0
n02948	00000000	0	0
n02949	D317A3B5	0	0
n02950	533F0538	0	0
n02951	D6790ABD	0	0
n02952	00000000	0	0
n02953	D65F1C11	0	0
n02954	00000000	0	0
n02955	00000000	0	0
n02956	52EF394E	0	0
n02957	535D253B	0	0
n02958	00000000	0	0
n02959	D35B8116	0	0
n02960	5603C28F	0	0
n02961	5329752A	0	0
n02962	535E75DB	0	0
n02963	51E4F60D	0	0
n02964	51A8E695	0	0
n02965	D4E6337B	0	0
n02966	00000000	0	0
n02967	5598D8D0	0	0
n02968	5318933D	0	0
n02969	5363D96C	0	0
n02970	00000000	0	0
n02971	5305BF54	0	0
n02972	00000000	0	0
n02973	D5001B66	0	0
n02974	56B72A62	0	0
n02975	55DD0E8F	0	0
n02976	00000000	0	0
n02977	00000000	0	0
n02978	52BE188D	0	0
n02979	D1DCFD3C	0	0
n02980	D37B10A5	0	0
n02981	53282CB7	0	0
n02982	D30541ED	0	0
n02983	5378D6D6	0	0
n02984	56AFF1E6	0	0
n02985	537BDC59	0	0
n02986	00000000	0	0
n02987	D29A2481	0	0
n02988	52E62F62	0	0
n02989	D2D05BEA	0	0
