registry_section,registry_index,line_number,id,type,engine_category,display_category,source_path,path_prefix,source_stem,extraction_status,classification_status,name,hidden,random,published_folder,sprite_count,sprite_ref_count,dependency_count,plain_dat_sha256,raw_dat_sha256,plain_cache,raw_cache,planned_folder
object,149,188,66,0,character_object,selectable,c\jiro\jiro1.dat,c,jiro1,verified,classified_from_plain_dat,Jirobo,0,0,characters/selectable/0066_Jirobo,6,6,7,c3094b5ed9a130e3303b7f1ff48620d227572c412a3193f07bfa3c06003e7fa4,9cb89ec8adb3b14726e4eccee1feca3ae7d0dae25492624b541634a199d672ec,,,characters/selectable/0066_Jirobo
object,150,189,37,0,character_object,conditional,c\jiro\jiro.dat,c,jiro,verified,classified_from_plain_dat,Jirobo(CS2),1,1,characters/conditional/0037_Jirobo(CS2),6,6,10,4033b16f7c066d9d63be6c23245221cd5b3a07ae32d89ee706f5fe6602200ed7,e0f0c2eb643e76c4f1e34d46f04a4e157e1cd6252ce320dc49f9dd7075b178a6,,,characters/conditional/0037_Jirobo(CS2)
object,151,190,711,0,character_object,conditional,c\jiro\gol.dat,c,gol,verified,classified_from_plain_dat,Golem,2,2,characters/conditional/0711_Golem,4,4,1,8bc9c577205386eaecea5361a8758fadeb553aabde0869678d59c2049fc45806,120edd92afe386bff21bb90b4f800b27b0fad03d35e67d68ac5ee192f5674d1b,,,characters/conditional/0711_Golem
object,152,191,712,0,character_object,conditional,c\jiro\gol2.dat,c,gol2,verified,classified_from_plain_dat,Golem2,2,2,characters/conditional/0712_Golem2,4,4,0,e8163e866f699cfa1aee7b6b202a759d59560c151fcf4af91da883e9fc639b6d,b0d3f9d06bedf460821fa5b99dcf09a1e74211b10955da574c2ffb73f068727b,,,characters/conditional/0712_Golem2
object,153,192,708,3,object_type_3,not_applicable,c\jiro\a\cav.dat,c,cav,verified,classified_from_plain_dat,,,,objects/type_3/0708_cav,2,2,6,ba395f2b698ac18631a6094f00cceb5ca7da03e99e46dde70026b2cd04ee7692,cffa369cbd8e015e6d14c410ac45cdffec010a44c53590354dd7d91c833d0eb9,,,objects/type_3/0708_cav
object,154,193,709,3,object_type_3,not_applicable,c\jiro\a\gol.dat,c,gol,verified,classified_from_plain_dat,,,,objects/type_3/0709_gol,1,1,1,0bbe59501073f7b774908141c38dbb9aeafa036e2623422a3e6312140ca28bde,e55827ba4403d701ca46ea9814a6b93e543590da3c7c51bade0f659e7ecaa4e6,,,objects/type_3/0709_gol
object,155,195,67,0,character_object,selectable,c\kid\kid1.dat,c,kid1,verified,classified_from_plain_dat,Kidomaru,0,0,characters/selectable/0067_Kidomaru,6,6,6,a7566950548b4e3d00378192b1e18d3c682a665e68366770dc2e8276b1d6e072,5a6aa239c2b467c098593ab055c7db2852a8227dd1dffe83ded705e731f40851,,,characters/selectable/0067_Kidomaru
object,156,196,34,0,character_object,conditional,c\kid\kid.dat,c,kid,verified,classified_from_plain_dat,Kidomaru(CS2),1,1,characters/conditional/0034_Kidomaru(CS2),6,6,7,19dfafa7255cee8d2f281d1aa08ef66a5339e9467699c67c7eb4430c5567cd4d,6a6f9513cd32e4fbbeaf6aed386f1d80e134e02829083245164b4a2e2c89aa47,,,characters/conditional/0034_Kidomaru(CS2)
object,157,197,438,3,object_type_3,not_applicable,c\kid\a\spi.dat,c,spi,verified,classified_from_plain_dat,,,,objects/type_3/0438_spi,5,5,3,5cb66469f3462a15c8d1cbf4512727c55a5885a9f4356ec4bce6c8b8a10f7276,840e1333b89d841502a8829df97164acbe7e3d53d3ad302ac775dffa5995237f,,,objects/type_3/0438_spi
object,158,198,442,3,object_type_3,not_applicable,c\kid\a\kyo.dat,c,kyo,verified,classified_from_plain_dat,,,,objects/type_3/0442_kyo,1,1,3,09115ad45ed83868e47f28806eaf893349ef1a5d350d2d0e61a9116fdcfcbfd4,de435fcfef4eaef3e5e298a77179fef995cc3b687168df770da6844b5f552e34,,,objects/type_3/0442_kyo
object,159,199,670,3,object_type_3,not_applicable,c\kid\a\atk.dat,c,atk,verified,classified_from_plain_dat,,,,objects/type_3/0670_atk,3,3,2,38c83a1e8ce5463dc49642db978d57e13992a37719218515e6c02a8eb176e5c1,f70a70b34d9d7cded721a5a873ca01953bed5e6826f2b5cd408f9ec21db03906,,,objects/type_3/0670_atk
object,160,201,61,0,character_object,selectable,c\sako\sako1.dat,c,sako1,verified,classified_from_plain_dat,Sakon&Ukon,0,0,characters/selectable/0061_Sakon&Ukon,5,5,9,0a0745a5ec4ef350ee48374ada9d31ae5e710a14dc194471ca900896ce413c9f,8031dcd458f92f59c0919f5f2f61bbcc61a24c66e85c254324d7489d317b08d8,,,characters/selectable/0061_Sakon&Ukon
object,161,202,81,0,character_object,conditional,c\sako\suk1.dat,c,suk1,verified,classified_from_plain_dat,Sakon,1,1,characters/conditional/0081_Sakon,5,5,6,570216e772bbd2ad2c49b0ef08df4535ae3c7b36c189ee5972570e355f64f242,a9d88588e762a787a5c3c274ba4dfaaa92952489b7f8e265d4bd37b7b5c8e564,,,characters/conditional/0081_Sakon
object,162,203,83,0,character_object,conditional,c\sako\uko1.dat,c,uko1,verified,classified_from_plain_dat,Ukon,1,1,characters/conditional/0083_Ukon,5,5,2,86ff26379a55eadd8b698a180f302f0295c66b35a114234988a59b1f8b89e307,a6822cda537e55350a15281e0742f9956573bdae68ff788363f30c879cb7111b,,,characters/conditional/0083_Ukon
object,163,204,35,0,character_object,conditional,c\sako\sako.dat,c,sako,verified,classified_from_plain_dat,Sakon&Ukon(CS2),1,1,characters/conditional/0035_Sakon&Ukon(CS2),5,5,10,d1f007307d77494188710ec8d941fc2cbaf3cc48a7c9f2c1ad04066482e0c638,8a589a5a92ca1d1f7ba541a4cd9e35934ad32e00f0901cd1676c974356464469,,,characters/conditional/0035_Sakon&Ukon(CS2)
object,164,205,80,0,character_object,conditional,c\sako\suk.dat,c,suk,verified,classified_from_plain_dat,Sakon(CS2),1,1,characters/conditional/0080_Sakon(CS2),5,5,6,d795316454cd14326452f8270be027a2d768928b5d9f2597279e2030005edcd6,7ab7ce65261fc43cb33b7bcbe46f32acdd20fa721787c3bd1e0fba9e14722a99,,,characters/conditional/0080_Sakon(CS2)
object,165,206,82,0,character_object,conditional,c\sako\uko.dat,c,uko,verified,classified_from_plain_dat,Ukon(CS2),1,1,characters/conditional/0082_Ukon(CS2),5,5,2,6af3bba902ba48fea440de8a4cf76cf2d27dbd764da90d4fc54677ba866ad88c,fb12dda721c90f34a6ce5d29b623aee82e52cc0713561226fa02459fb5b25271,,,characters/conditional/0082_Ukon(CS2)
object,166,207,805,3,object_type_3,not_applicable,c\sako\a\atk.dat,c,atk,verified,classified_from_plain_dat,,,,objects/type_3/0805_atk,3,3,1,3219844ddfa490f485bcb1a732a0cfc73d358386dcbee611bcc2e46b503328d8,a359829d9279def1626eacff88fb70bed86b878fcc6f41a14774a2944c43f37a,,,objects/type_3/0805_atk
object,167,209,62,0,character_object,selectable,c\tay\tay1.dat,c,tay1,verified,classified_from_plain_dat,Tayuya,0,0,characters/selectable/0062_Tayuya,6,6,4,852897d07f39af6000aa7c1092137e9c4287587fb3af904a9da924a4eb753df8,10aa4635cbfba7910bdf72b323f1371ecb42117910c21d3ea357695bc8401111,,,characters/selectable/0062_Tayuya
object,168,210,36,0,character_object,conditional,c\tay\tay.dat,c,tay,verified,classified_from_plain_dat,Tayuya(CS2),1,1,characters/conditional/0036_Tayuya(CS2),6,6,5,677e8df36e21706d506d4dec50dbd543877085182a8658416ca56a633f7d796b,dcc6681466c482bc70be0f652633db0c5da6b6e17a9f9d8e554e6f1645860550,,,characters/conditional/0036_Tayuya(CS2)
object,169,211,439,3,object_type_3,not_applicable,c\tay\a\mon.dat,c,mon,verified,classified_from_plain_dat,,,,objects/type_3/0439_mon,4,4,3,bafe595b64346d89bce7c111084f7d562272eca3c6e2076eefb9f4563d851455,96dd60a7b8ab0df8ffea93202ab158d4b843f7097695ea2bd02cd977a1168462,,,objects/type_3/0439_mon
object,170,213,28,0,character_object,selectable,c\kim\kim1.dat,c,kim1,verified,classified_from_plain_dat,Kimimaro,0,0,characters/selectable/0028_Kimimaro,7,7,3,108d8932f22c8539edd213ffc288338726164be0678fa6fb64732d890a56185e,ca0458ce07745c3448170927851ddf0220c4ac2431954bc69e387cf0de8e3fe9,,,characters/selectable/0028_Kimimaro
object,171,214,507,0,character_object,conditional,c\kim\kim.dat,c,kim,verified,classified_from_plain_dat,Kimimaro(CS2),1,1,characters/conditional/0507_Kimimaro(CS2),7,7,4,5c40f5b614bef735ddb6e8eb1856f2ecfb20a700cda5d65770bb139611b7b64b,edba9677367377e47017af2b9f1a8ee9144dec51d157d268bfe5f6c0f4ca414d,,,characters/conditional/0507_Kimimaro(CS2)
object,172,215,820,3,object_type_3,not_applicable,c\kim\a\bon.dat,c,bon,verified,classified_from_plain_dat,,,,objects/type_3/0820_bon,2,2,1,9ffdfc1192aea975d7255848a5f685a6a020584a26e176c94595eea07cdd4e7e,6ee9584402ee2b2521af5a277f025d4558e4e71fe4fdfa7fd7b8272a8843d32c,,,objects/type_3/0820_bon
object,173,217,23,0,character_object,selectable,c\kab\kab.dat,c,kab,verified,classified_from_plain_dat,Kabuto,0,0,characters/selectable/0023_Kabuto,5,5,12,eba7b0363f08d8c608e8720c7af6953ad72100cf081681498b300b5cd00096db,b7ca14265e4183eac16117ab677ac08a8216cfba4109b31a76a730e2ac4f7eae,,,characters/selectable/0023_Kabuto
object,174,218,860,0,character_object,conditional,c\kab\tsurugi.dat,c,tsurugi,verified,classified_from_plain_dat,Tsurugi,2,2,characters/conditional/0860_Tsurugi,4,4,3,0f0d407e7a8f9d6875b125cd2e0732866697d11b5de5bcffa9a4d6f7a33a57ed,f5318bcf1f0e08b2b3d372e97a1cc2985ec786a295279ba2d7dfbef5ab935904,,,characters/conditional/0860_Tsurugi
object,175,219,861,0,character_object,conditional,c\kab\yoroi.dat,c,yoroi,verified,classified_from_plain_dat,Yoroi,2,2,characters/conditional/0861_Yoroi,4,4,2,d0198cfa47ef3176b7caebc7aeb674be0bf8dc2bd60a78f8291a9a2eefa4f396,c4556923baa6f9d8c0b153a1a536ec47a4d3503a4295eb04e978cb305ef733ad,,,characters/conditional/0861_Yoroi
object,176,220,437,1,object_type_1,not_applicable,c\kab\a\cha.dat,c,cha,verified,classified_from_plain_dat,,,,objects/type_1/0437_cha,1,1,1,06262b72b652e0fb4f022f4b9c2dd895e3ec96b10cfd480ca49a8b2fae396675,49c6c03fec9124c1e7e72e4fa700d7eab04977f375ddd7f56081e09db7b1c29c,,,objects/type_1/0437_cha
object,177,221,862,3,object_type_3,not_applicable,c\kab\a\atk.dat,c,atk,verified,classified_from_plain_dat,,,,objects/type_3/0862_atk,2,2,4,9e2a24772d93602e85689538f858f39299be6dcec62097b57dda828842114833,5cdae5382aaac55727eb1ff5b6867c53ea7ac3c0e78ac02cfb9427d1894597c9,,,objects/type_3/0862_atk
object,178,223,20,0,character_object,selectable,c\oro\oro.dat,c,oro,verified,classified_from_plain_dat,Orochimaru,0,0,characters/selectable/0020_Orochimaru,7,7,5,d0bf93d80af467d48b79738a061a6923d498e034a669b7ede1877d0a64a5814e,d3043bd4942e4f528e4098966b030cfe52008bee991f61fa0a9c7e4f5679e32c,,,characters/selectable/0020_Orochimaru
object,179,224,88,0,character_object,conditional,c\oro\1.dat,c,1,verified,classified_from_plain_dat,Idle1,2,2,characters/conditional/0088_Idle1,4,4,1,e90deb05eb7f6424684ebc73ef5e0436dda446a648d52da1d5001eebb6168fe6,3e3eebeda4b872dafb65814723ce140583a9bbd525b45d19a432bb1b2c564757,,,characters/conditional/0088_Idle1
object,180,225,89,0,character_object,conditional,c\oro\2.dat,c,2,verified,classified_from_plain_dat,Idle2,2,2,characters/conditional/0089_Idle2,4,4,1,a7eda0daede69a3b613f3b2df2965c271dffc26634434e007c7c8004421d7c02,a3017fdc5a0d6edba75cfc700ef8957cec12f99b0996931239cb686fe60da710,,,characters/conditional/0089_Idle2
object,181,226,883,3,object_type_3,not_applicable,c\oro\a\edo2.dat,c,edo2,verified,classified_from_plain_dat,,,,objects/type_3/0883_edo2,1,1,0,d1634f6fe5757251f84371e491be66316389e888ab5e205520cff5cc483b279f,b0dfd1064ed45585a209a714949cf864c0a02635337340702555dc45ec03b95b,,,objects/type_3/0883_edo2
object,182,227,888,3,object_type_3,not_applicable,c\oro\a\atk.dat,c,atk,verified,classified_from_plain_dat,,,,objects/type_3/0888_atk,6,6,5,cac7074f58c9037f4099484c44f6e47212b182011f25ee494bb1c3bf04967685,d557ffda38d8faa8869f6da98dcea968830a2a95dddec22f219ed45b4380aa80,,,objects/type_3/0888_atk
object,183,229,21,0,character_object,selectable,c\jira\jira.dat,c,jira,verified,classified_from_plain_dat,Jiraiya,0,0,characters/selectable/0021_Jiraiya,9,9,6,0399a48aaf06d292b4491477f56520d38219b9aaa8c12adc98e4594edb821b72,7790678be35651b2ebbd8401de23dab29e22ea392a055edfbb6087f52d485809,,,characters/selectable/0021_Jiraiya
object,184,230,701,0,character_object,conditional,c\jira\pre.dat,c,pre,verified,classified_from_plain_dat,Jiraiya(pre-SMode),2,2,characters/conditional/0701_Jiraiya(pre-SMode),5,5,5,846dcfd20e1dc1ce5c43aa25fb63d5823885e502c2bccfcb3959253685d50020,bc194a91dd14340a8bbe7ce4a0eafa8542d400d25f588772736e9a69343bb63c,,,characters/conditional/0701_Jiraiya(pre-SMode)
object,185,231,702,0,character_object,conditional,c\jira\sag.dat,c,sag,verified,classified_from_plain_dat,Jiraiya(SageMode),1,1,characters/conditional/0702_Jiraiya(SageMode),9,9,9,705b4be41554dc29e7828b90f82a542b303c75b8006121b79d377e749547876d,5517536004b65a266fa456ece2cce909166bdab68836de2ea59fa51a2c7b2dec,,,characters/conditional/0702_Jiraiya(SageMode)
object,186,232,414,3,object_type_3,not_applicable,c\jira\a\ras.dat,c,ras,verified,classified_from_plain_dat,,,,objects/type_3/0414_ras,7,7,3,9db962b520dfd5c80e384cdb97d7dd6bdb5c0b8d763b1c09bc7b32a5ed254dbe,792f134e877e8025cde9b376b28157709fde579025bb5b72d5dc0b8004f80bdc,,,objects/type_3/0414_ras
object,187,233,423,3,object_type_3,not_applicable,c\jira\a\toad.dat,c,toad,verified,classified_from_plain_dat,,,,objects/type_3/0423_toad,4,4,4,3b3182a384648ac50ee041aca37fdb921e95f87edc6f98547be2e4420d79f80a,ae8adcfc19def44e36528f8de2d4756174904796b8431bc395aa76b2f3724494,,,objects/type_3/0423_toad
object,188,234,424,3,object_type_3,not_applicable,c\jira\a\mag.dat,c,mag,verified,classified_from_plain_dat,,,,objects/type_3/0424_mag,3,3,2,ee7958ab61843861cb7bce91e803a5d93f4f8a7de69657204ee039d32a998de7,c633425c853bdd1ac293465012972be7eb020a60c02b3614a4902de506172a2b,,,objects/type_3/0424_mag
object,189,236,513,0,character_object,conditional,c\tsu\tsu.dat,c,tsu,verified,classified_from_plain_dat,Tsunade,1,1,characters/conditional/0513_Tsunade,5,5,5,581ff7f249b821ec0682be25eb11aa623e4524459eb0dba549d8816f13c5f0d4,c15c773c79d4a49176bbee50d04ff75cd1a4d9cc01d6f51f7b5722c2e012d216,,,characters/conditional/0513_Tsunade
object,190,237,237,3,object_type_3,not_applicable,c\tsu\a\atk.dat,c,atk,verified,classified_from_plain_dat,,,,objects/type_3/0237_atk,1,1,1,7e23dab0c30cd88acce92d47a488b558d4e702bfe46c4a520d594416ddb32730,b9090627eaebbc20cde6a690d0ad71ae843948c9d514b7a6fe7dffb8e72c6007,,,objects/type_3/0237_atk
object,191,239,27,0,character_object,selectable,c\min\min.dat,c,min,verified,classified_from_plain_dat,Minato,0,0,characters/selectable/0027_Minato,6,6,12,fec6191012a2b2e1e2fb4b0873efc9efae12156c417b77b3914cef1eb634044e,f36b89d6b83b6f558a91dce9306cf446268f446b1a73251682c746198da17a02,,,characters/selectable/0027_Minato
object,192,240,449,0,character_object,conditional,c\min\sag.dat,c,sag,verified,classified_from_plain_dat,Minato(SageMode),1,1,characters/conditional/0449_Minato(SageMode),6,6,12,c5d1313dac69e96f1b3a874dab38f7217d3272f39cbef82c0aacd42254aaa59d,b183d36e6d3a63c8ba3d2b3d1b178cae22bf8383b8d5d00a4ae8f9a9a00d9dad,,,characters/conditional/0449_Minato(SageMode)
object,193,241,427,0,character_object,conditional,c\min\kcm.dat,c,kcm,verified,classified_from_plain_dat,Minato(KCM),1,1,characters/conditional/0427_Minato(KCM),5,5,9,68bbeca6f4f4337c88a54225c5e2726c63d3c26a8da627efbfceab315a41fc8d,a584b3cabee5b55afb85523598c3f0500a67b059555a0f8e5df43ff1f3356897,,,characters/conditional/0427_Minato(KCM)
object,194,242,448,1,object_type_1,not_applicable,c\min\a\fla.dat,c,fla,verified,classified_from_plain_dat,,,,objects/type_1/0448_fla,1,1,3,7d30fd27b3179edaa4fa6d3cc9ca1910575594eabff554af327fdb93fb1435ba,d68374d0bf6ce4c920a13a193a7315f5bb609ff243efad08ffe923a72fd3f220,,,objects/type_1/0448_fla
object,195,243,815,3,object_type_3,not_applicable,c\min\a\fly.dat,c,fly,verified,classified_from_plain_dat,,,,objects/type_3/0815_fly,2,2,4,f28d177419d5dc4591be5bfdf54df28ae9399beb977c539f7515d5284d18048e,aa57361b65f9c6b4755182fa343a6ca8f0f5c1f95e702cf20d7ad1b1231ebc99,,,objects/type_3/0815_fly
object,196,244,817,3,object_type_3,not_applicable,c\min\a\fly2.dat,c,fly2,verified,classified_from_plain_dat,,,,objects/type_3/0817_fly2,1,1,0,6981fa937de3ffdba4a41aff183f0fcc856a84276b4349bb90a26a97cf739e4f,ea96e4d960bae9be29b39322fb49d6b4a41cb24885ff5051257ef912e8c66653,,,objects/type_3/0817_fly2
object,197,245,426,3,object_type_3,not_applicable,c\min\a\kcm.dat,c,kcm,verified,classified_from_plain_dat,,,,objects/type_3/0426_kcm,3,3,1,acbfcde173c0b3c08df0dff75163ef6d5b380836f6f62f75a243bd6c2ad3bc37,4a28b213ff58f4544fd80ef3b25a21bbed3243a8c93cbcbf11ecb84711723d23,,,objects/type_3/0426_kcm
object,198,247,63,0,character_object,selectable,c\hir\hir.dat,c,hir,verified,classified_from_plain_dat,Hiruzen,0,0,characters/selectable/0063_Hiruzen,5,5,11,119f6db71dcebf14593c05adcf475dd5ac64232f25e9009c05fe9d3a78fd635e,30119d83908de7a5c621a3d7044b106d7999e014a38d585cd90d155e4094e821,,,characters/selectable/0063_Hiruzen
object,199,248,504,0,character_object,conditional,c\hir\hcl.dat,c,hcl,verified,classified_from_plain_dat,Hiruzen(Clone),2,2,characters/conditional/0504_Hiruzen(Clone),4,4,4,ac183dfb454858bcb2c0b02a135479c721d3fcf4b79582edc413c2954d0fcb86,601af168be44d74ec550eada47705d2a6bc163433b0f774c5c4d45d554430b7d,,,characters/conditional/0504_Hiruzen(Clone)
object,200,249,236,3,object_type_3,not_applicable,c\hir\a\atk.dat,c,atk,verified,classified_from_plain_dat,,,,objects/type_3/0236_atk,1,1,2,f791332275b6a69021cd1f4004f1fe60faa46799d025b925e26223ddb7880095,84a53b80a284bf75fcffbea9dba5869e1085531fad2f9a6cdf04ef534fcf331f,,,objects/type_3/0236_atk
object,201,251,64,0,character_object,selectable,c\tobir\tobir.dat,c,tobir,verified,classified_from_plain_dat,Tobirama,0,0,characters/selectable/0064_Tobirama,7,7,7,5d2c06bde56da49acdd73b64391579d86fac0484c3c78b47d828eb9517ae35a3,4a5146625dd49a06f319e4f4e53486d59a3392c2a1cbf384c8d7bf2edc1a08bf,,,characters/selectable/0064_Tobirama
object,202,252,415,0,character_object,conditional,c\tobir\tclo.dat,c,tclo,verified,classified_from_plain_dat,Tobirama(Clone),2,2,characters/conditional/0415_Tobirama(Clone),4,4,2,298425b7b707f1408032dae71c5d9e0daabc6b10d83d6e0181c71f17018c0422,f6ed74b7e077c00acfc3f742b5bb5376b3cf70a796cf56842004ac34c8153a52,,,characters/conditional/0415_Tobirama(Clone)
object,203,253,459,3,object_type_3,not_applicable,c\tobir\a\atk.dat,c,atk,verified,classified_from_plain_dat,,,,objects/type_3/0459_atk,5,5,2,a4e81d78067668befbaba8ae8816021c28091c9a655e6bee598d22b5209dcd10,a077ab30aac2fa8b59aeffb399375a64246d90c0de6f9b819fde561bcd00af8d,,,objects/type_3/0459_atk
object,204,255,69,0,character_object,selectable,c\has\has.dat,c,has,verified,classified_from_plain_dat,Hashirama,0,0,characters/selectable/0069_Hashirama,6,6,6,3141f3e58d6531672303e0b765ad41cef068717bbb1f83074262035cbe213048,2b10f201104a381f7f2b94fcf7222db4dad78a47dcc2389e3f536c6256336c61,,,characters/selectable/0069_Hashirama
object,205,256,93,0,character_object,conditional,c\has\sag.dat,c,sag,verified,classified_from_plain_dat,Hashirama(Sage),1,1,characters/conditional/0093_Hashirama(Sage),6,6,8,528a9c66cc6bb7b52d3540288ca21f0869dcf865e4545f1f35401c717456fbfd,7148a045bc7ab82cf5d48b85b689287013ddce9d4ca51d0b79eca91e3ba3c322,,,characters/conditional/0093_Hashirama(Sage)
object,206,257,47,0,character_object,conditional,c\has\hcl.dat,c,hcl,verified,classified_from_plain_dat,Hashirama(Clone),2,2,characters/conditional/0047_Hashirama(Clone),4,4,1,791801c5d7ad4e7c6a43977f9d28674088a959202ec7008c546d874d7b5e140e,e98f17140784b5c581e6a58edd664aea4fdbe8562f7df29c3aee14a4be4525dc,,,characters/conditional/0047_Hashirama(Clone)
object,207,258,409,3,object_type_3,not_applicable,c\has\a\atk.dat,c,atk,verified,classified_from_plain_dat,,,,objects/type_3/0409_atk,7,7,1,aa9d06d6a804ece1d966de15ea42316923090d61b37d3495136461022d8636d9,842d3fae53d46a709ba8d05f43744eca463f2754022063ecfc22cab93dd52e8d,,,objects/type_3/0409_atk
object,208,260,25,0,character_object,selectable,c\kaku\kakun.dat,c,kakun,verified,classified_from_plain_dat,Kakuzu,0,0,characters/selectable/0025_Kakuzu,6,6,5,d0d14464d0ef5b8f40ec890954271098b21490b62aa37ccc5ce4e262b6aeba8a,378afb19788f6010671f530c7e4ae8f41293f4c39f39ddfaf305171a841b2d10,,,characters/selectable/0025_Kakuzu
object,209,261,498,0,character_object,conditional,c\kaku\kakunck.dat,c,kakunck,verified,classified_from_plain_dat,NCKakuzu,1,1,characters/conditional/0498_NCKakuzu,8,8,10,5c343237d7cbc4501d06976fb8886030f1e312686b93e34e73f32504455e22da,9860f068e1459dc5f80d7cba9bb24f032cb06c8f71bf964b61e01c0e1387ae1a,,,characters/conditional/0498_NCKakuzu
object,210,262,57,0,character_object,conditional,c\kaku\kakunre.dat,c,kakunre,verified,classified_from_plain_dat,REKakuzu,2,2,characters/conditional/0057_REKakuzu,6,6,7,7456af76a9cd66d8ecef26132b34da4875245abc144b0de0c44ad8c2fa3cd167,07f367328fc02c08bac36e77a19226efb49e336df64e12df2d06174897fd0ab0,,,characters/conditional/0057_REKakuzu
object,211,263,871,0,character_object,conditional,c\kaku\maskfir.dat,c,maskfir,verified,classified_from_plain_dat,MaskFire,2,2,characters/conditional/0871_MaskFire,5,5,2,52b9eba48925e5904de97d20bb871360d79336d690b4fc3feb013d5eeb1220e9,223af95018c6e15006ae419bbd1fc25ac9f9268de24435169ce2f749d280b1eb,,,characters/conditional/0871_MaskFire
object,212,264,872,0,character_object,conditional,c\kaku\maskthu.dat,c,maskthu,verified,classified_from_plain_dat,MaskThunder,2,2,characters/conditional/0872_MaskThunder,5,5,1,e297e0fd4c21a55b8d62408131022a972608bc3272832479099ae4ede4ea4edd,0e6dd7d0668686683a2b3ba6a60f11b7304dbe7395e531fe5771b1c6532a19ed,,,characters/conditional/0872_MaskThunder
object,213,265,873,0,character_object,conditional,c\kaku\maskwat.dat,c,maskwat,verified,classified_from_plain_dat,MaskWater,2,2,characters/conditional/0873_MaskWater,5,5,3,9047308b307a09ed8b6e12d78ec6efcadc7d6bdbcece805469a5f2894cc5b43d,38d511a173795bcf00f47775c43620276e7ccced2de6488370c8bbbbf63b0775,,,characters/conditional/0873_MaskWater
object,214,266,874,0,character_object,conditional,c\kaku\maskair.dat,c,maskair,verified,classified_from_plain_dat,MaskAir,2,2,characters/conditional/0874_MaskAir,5,5,1,715fcffa312cfb91558a26f80d1cd415c4942af421a0ca87b90fe8f80d69c5e8,f822b499e663056d9ebb43db916d255836d079a399afabc6ceb8b90e7bf926c6,,,characters/conditional/0874_MaskAir
object,215,267,499,3,object_type_3,not_applicable,c\kaku\a\nck.dat,c,nck,verified,classified_from_plain_dat,,,,objects/type_3/0499_nck,5,5,3,8e618b4374e77fee664f0f5c39721e0f71652d4fd7238db8ffdd4f9803f52b2a,e5c15f4cb8d349cd870016295ffdb4eca6ce9bd338fe269f51406090fab54938,,,objects/type_3/0499_nck
object,216,269,24,0,character_object,selectable,c\hid\hid.dat,c,hid,verified,classified_from_plain_dat,Hidan,0,0,characters/selectable/0024_Hidan,9,9,8,8361bdf408e75163796307413b684991a7d8f187bf30101ba19fbad766d86c82,9af989537f03025371cdcc9b263b4d7fe07b90157f7a777d346eb13f19c024ed,,,characters/selectable/0024_Hidan
object,217,270,56,0,character_object,conditional,c\hid\rea.dat,c,rea,verified,classified_from_plain_dat,Hidan,1,1,characters/conditional/0056_Hidan,9,9,7,27f0b91f92c09beb9bbe11127d0ef4ac3b0267f1978737f94c76841bc010f75d,def4f0267adbe2a496041c8620165767bfa0dff6d0d7d8a27e074988d5ec1dfc,,,characters/conditional/0056_Hidan
object,218,271,333,3,object_type_3,not_applicable,c\hid\a\rea.dat,c,rea,verified,classified_from_plain_dat,,,,objects/type_3/0333_rea,1,1,2,680e53ded9d26c9a38519283738daeefbd753665a064479b9fc79913492025d8,8c2eaeab9fac5d554f7be2c1ab29df6491b6d626b854fc52dbb9f65e589eb00d,,,objects/type_3/0333_rea
object,219,272,334,3,object_type_3,not_applicable,c\hid\a\rea2.dat,c,rea2,verified,classified_from_plain_dat,,,,objects/type_3/0334_rea2,1,1,1,ec9a0b5cf8d485398e0ade1086cb6f627f154f8d39dfb9b9195a428a3651df7d,16b90db93dc64bda454ceeb851f44c26b7d5886080bd71f2aaef3b326c8398e3,,,objects/type_3/0334_rea2
object,220,273,335,3,object_type_3,not_applicable,c\hid\a\scy.dat,c,scy,verified,classified_from_plain_dat,,,,objects/type_3/0335_scy,1,1,0,f939a2e83d89b37f828290caeb0e4c1e39625f78c984cab729a5f49a7d51b37e,077a7e2a0a3cab7131e37b29942d89b96686e560224d36f6203927e761f9ff14,,,objects/type_3/0335_scy
object,221,275,6,0,character_object,selectable,c\saso\Hsa.dat,c,Hsa,verified,classified_from_plain_dat,Sasori,0,0,characters/selectable/0006_Sasori,7,7,8,15648ab8cb68c9784d6a4f69599646c49696ee85a818d7bdabfb5b919950f126,03fa3327ef66c2fb235ee3abbbcac2bcd7dcef0f48a579dc7c32b20d50c5a985,,,characters/selectable/0006_Sasori
object,222,276,51,0,character_object,conditional,c\saso\saso.dat,c,saso,verified,classified_from_plain_dat,Sasori,1,1,characters/conditional/0051_Sasori,5,5,11,3a617fc575608a144ac5e44979ee642871c296f973d0c6503be40bd2bed26063,b99c35f41005750b34c0bc564f1ad2e0a2f9084910305ef4716a4156a6bd5f82,,,characters/conditional/0051_Sasori
object,223,277,90,0,character_object,conditional,c\saso\ncs.dat,c,ncs,verified,classified_from_plain_dat,NCSasori,2,2,characters/conditional/0090_NCSasori,4,4,8,624e82b1dec91ee779b6367e406850026a69026376a1ebfa9377faf5033579fc,b6c5e6fc6dda718750dd6eed9cece61a38a42dfebd8255a3e3d2f497f73b99c1,,,characters/conditional/0090_NCSasori
