oid	type	hp	mp	regen	hasStats	bound	cmp	doubleCost	weak	bonus	render	credit	mode	f6	phase	validFrame	pending	expectedMp
77	0	0	0	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	0
77	0	0	149	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	147
77	0	0	149	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	147
77	0	0	149	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	147
77	0	0	149	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	147
77	0	0	150	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	148
77	0	0	150	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	148
77	0	0	150	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	148
77	0	0	150	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	148
77	0	0	151	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	149
77	0	0	151	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	149
77	0	0	151	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	149
77	0	0	151	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	149
77	0	0	499	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	497
77	0	0	499	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	497
77	0	0	499	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	497
77	0	0	499	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	497
77	0	0	500	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	498
77	0	0	500	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	498
77	0	0	500	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	498
77	0	0	500	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	498
77	0	0	501	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	499
77	0	0	501	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	499
77	0	0	501	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	499
77	0	0	501	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	499
77	0	375	-5	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	0
77	0	375	-5	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	0
77	0	375	-5	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	0
77	0	375	-5	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	0
77	0	375	0	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	0
77	0	375	0	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	0
77	0	375	0	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	0
77	0	375	0	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	0
77	0	375	149	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	147
77	0	375	149	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	147
77	0	375	149	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	147
77	0	375	149	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	147
77	0	375	150	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	148
77	0	375	150	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	148
77	0	375	150	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	148
77	0	375	150	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	148
77	0	375	151	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	149
77	0	375	151	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	149
77	0	375	151	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	149
77	0	375	151	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	149
77	0	375	499	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	497
77	0	375	499	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	497
77	0	375	499	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	497
77	0	375	499	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	497
77	0	375	500	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	498
77	0	375	500	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	498
77	0	375	500	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	498
77	0	375	500	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	498
77	0	375	501	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	499
77	0	375	501	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	499
77	0	375	501	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	499
77	0	375	501	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	499
77	0	499	-5	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	0
77	0	499	-5	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	0
77	0	499	-5	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	0
77	0	499	-5	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	0
77	0	499	0	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	0
77	0	499	0	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	0
77	0	499	0	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	0
77	0	499	0	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	0
77	0	499	149	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	147
77	0	499	149	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	147
77	0	499	149	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	147
77	0	499	149	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	147
77	0	499	150	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	148
77	0	499	150	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	148
77	0	499	150	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	148
77	0	499	150	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	148
77	0	499	151	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	149
77	0	499	151	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	149
77	0	499	151	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	149
77	0	499	151	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	149
77	0	499	499	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	497
77	0	499	499	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	497
77	0	499	499	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	497
77	0	499	499	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	497
77	0	499	500	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	498
77	0	499	500	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	498
77	0	499	500	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	498
77	0	499	500	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	498
77	0	499	501	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	499
77	0	499	501	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	499
77	0	499	501	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	499
77	0	499	501	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	499
77	0	500	-5	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	0
77	0	500	-5	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	0
77	0	500	-5	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	0
77	0	500	-5	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	0
77	0	500	0	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	0
77	0	500	0	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	0
77	0	500	0	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	0
77	0	500	0	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	0
77	0	500	149	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	147
77	0	500	149	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	147
77	0	500	149	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	147
77	0	500	149	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	147
77	0	500	150	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	148
77	0	500	150	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	148
77	0	500	150	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	148
77	0	500	150	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	148
77	0	500	151	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	149
77	0	500	151	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	149
77	0	500	151	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	149
77	0	500	151	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	149
77	0	500	499	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	497
77	0	500	499	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	497
77	0	500	499	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	497
77	0	500	499	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	497
77	0	500	500	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	498
77	0	500	500	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	498
77	0	500	500	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	498
77	0	500	500	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	498
77	0	500	501	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	499
77	0	500	501	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	499
77	0	500	501	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	499
77	0	500	501	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	499
77	0	650	-5	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	0
77	0	650	-5	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	0
77	0	650	-5	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	0
77	0	650	-5	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	0
77	0	650	0	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	0
77	0	650	0	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	0
77	0	650	0	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	0
77	0	650	0	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	0
77	0	650	149	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	147
77	0	650	149	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	147
77	0	650	149	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	147
77	0	650	149	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	147
77	0	650	150	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	148
77	0	650	150	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	148
77	0	650	150	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	148
77	0	650	150	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	148
77	0	650	151	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	149
77	0	650	151	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	149
77	0	650	151	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	149
77	0	650	151	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	149
77	0	650	499	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	497
77	0	650	499	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	497
77	0	650	499	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	497
77	0	650	499	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	497
77	0	650	500	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	498
77	0	650	500	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	498
77	0	650	500	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	498
77	0	650	500	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	498
77	0	650	501	-3	1	0	0	0	0	0	0	-1	0	1	0	1	0	499
77	0	650	501	-3	1	0	0	0	0	0	0	-1	1	1	0	1	0	499
77	0	650	501	-3	1	0	0	0	0	0	0	0	0	1	0	1	0	499
77	0	650	501	-3	1	0	0	0	0	0	0	0	1	1	0	1	0	499
77	0	-100	-5	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	-5
77	0	-100	-5	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	-5
77	0	-100	-5	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	-5
77	0	-100	-5	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	-5
77	0	-100	0	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	0
77	0	-100	0	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	0
77	0	-100	0	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	0
77	0	-100	0	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	0
77	0	-100	149	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	149
77	0	-100	149	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	149
77	0	-100	149	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	149
77	0	-100	149	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	149
77	0	-100	150	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	150
77	0	-100	150	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	150
77	0	-100	150	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	150
77	0	-100	150	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	150
77	0	-100	151	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	151
77	0	-100	151	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	151
77	0	-100	151	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	151
77	0	-100	151	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	151
77	0	-100	499	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	499
77	0	-100	499	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	499
77	0	-100	499	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	499
77	0	-100	499	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	499
77	0	-100	500	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	500
77	0	-100	500	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	500
77	0	-100	500	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	500
77	0	-100	500	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	500
77	0	-100	501	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	501
77	0	-100	501	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	501
77	0	-100	501	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	501
77	0	-100	501	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	501
77	0	0	-5	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	-5
77	0	0	-5	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	-5
77	0	0	-5	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	-5
77	0	0	-5	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	-5
77	0	0	0	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	0
77	0	0	0	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	0
77	0	0	0	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	0
77	0	0	0	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	0
77	0	0	149	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	149
77	0	0	149	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	149
77	0	0	149	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	149
77	0	0	149	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	149
77	0	0	150	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	150
77	0	0	150	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	150
77	0	0	150	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	150
77	0	0	150	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	150
77	0	0	151	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	151
77	0	0	151	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	151
77	0	0	151	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	151
77	0	0	151	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	151
77	0	0	499	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	499
77	0	0	499	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	499
77	0	0	499	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	499
77	0	0	499	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	499
77	0	0	500	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	500
77	0	0	500	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	500
77	0	0	500	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	500
77	0	0	500	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	500
77	0	0	501	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	501
77	0	0	501	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	501
77	0	0	501	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	501
77	0	0	501	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	501
77	0	375	-5	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	-5
77	0	375	-5	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	-5
77	0	375	-5	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	-5
77	0	375	-5	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	-5
77	0	375	0	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	0
77	0	375	0	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	0
77	0	375	0	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	0
77	0	375	0	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	0
77	0	375	149	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	149
77	0	375	149	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	149
77	0	375	149	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	149
77	0	375	149	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	149
77	0	375	150	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	150
77	0	375	150	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	150
77	0	375	150	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	150
77	0	375	150	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	150
77	0	375	151	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	151
77	0	375	151	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	151
77	0	375	151	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	151
77	0	375	151	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	151
77	0	375	499	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	499
77	0	375	499	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	499
77	0	375	499	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	499
77	0	375	499	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	499
77	0	375	500	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	500
77	0	375	500	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	500
77	0	375	500	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	500
77	0	375	500	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	500
77	0	375	501	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	501
77	0	375	501	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	501
77	0	375	501	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	501
77	0	375	501	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	501
77	0	499	-5	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	-5
77	0	499	-5	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	-5
77	0	499	-5	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	-5
77	0	499	-5	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	-5
77	0	499	0	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	0
77	0	499	0	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	0
77	0	499	0	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	0
77	0	499	0	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	0
77	0	499	149	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	149
77	0	499	149	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	149
77	0	499	149	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	149
77	0	499	149	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	149
77	0	499	150	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	150
77	0	499	150	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	150
77	0	499	150	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	150
77	0	499	150	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	150
77	0	499	151	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	151
77	0	499	151	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	151
77	0	499	151	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	151
77	0	499	151	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	151
77	0	499	499	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	499
77	0	499	499	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	499
77	0	499	499	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	499
77	0	499	499	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	499
77	0	499	500	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	500
77	0	499	500	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	500
77	0	499	500	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	500
77	0	499	500	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	500
77	0	499	501	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	501
77	0	499	501	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	501
77	0	499	501	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	501
77	0	499	501	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	501
77	0	500	-5	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	-5
77	0	500	-5	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	-5
77	0	500	-5	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	-5
77	0	500	-5	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	-5
77	0	500	0	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	0
77	0	500	0	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	0
77	0	500	0	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	0
77	0	500	0	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	0
77	0	500	149	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	149
77	0	500	149	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	149
77	0	500	149	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	149
77	0	500	149	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	149
77	0	500	150	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	150
77	0	500	150	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	150
77	0	500	150	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	150
77	0	500	150	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	150
77	0	500	151	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	151
77	0	500	151	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	151
77	0	500	151	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	151
77	0	500	151	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	151
77	0	500	499	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	499
77	0	500	499	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	499
77	0	500	499	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	499
77	0	500	499	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	499
77	0	500	500	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	500
77	0	500	500	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	500
77	0	500	500	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	500
77	0	500	500	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	500
77	0	500	501	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	501
77	0	500	501	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	501
77	0	500	501	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	501
77	0	500	501	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	501
77	0	650	-5	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	-5
77	0	650	-5	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	-5
77	0	650	-5	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	-5
77	0	650	-5	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	-5
77	0	650	0	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	0
77	0	650	0	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	0
77	0	650	0	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	0
77	0	650	0	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	0
77	0	650	149	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	149
77	0	650	149	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	149
77	0	650	149	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	149
77	0	650	149	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	149
77	0	650	150	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	150
77	0	650	150	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	150
77	0	650	150	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	150
77	0	650	150	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	150
77	0	650	151	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	151
77	0	650	151	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	151
77	0	650	151	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	151
77	0	650	151	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	151
77	0	650	499	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	499
77	0	650	499	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	499
77	0	650	499	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	499
77	0	650	499	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	499
77	0	650	500	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	500
77	0	650	500	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	500
77	0	650	500	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	500
77	0	650	500	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	500
77	0	650	501	-1	1	0	0	0	0	0	0	-1	0	1	0	1	0	501
77	0	650	501	-1	1	0	0	0	0	0	0	-1	1	1	0	1	0	501
77	0	650	501	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	501
77	0	650	501	-1	1	0	0	0	0	0	0	0	1	1	0	1	0	501
77	0	-100	-5	0	1	0	0	0	0	0	0	-1	0	1	0	1	0	2
77	0	-100	-5	0	1	0	0	0	0	0	0	-1	1	1	0	1	0	0
77	0	-100	-5	0	1	0	0	0	0	0	0	0	0	1	0	1	0	2
77	0	-100	-5	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0
77	0	-100	0	0	1	0	0	0	0	0	0	-1	0	1	0	1	0	7
